,A_Angle,B_Angle_sign,C_Masker,D_SNR,E_Talker,FG_Static,F_Sentence_ID,G_Sentence,H_Response,I_Input_1,J_Input_2,K_Input_3,L_Input_4,M_Input_5,Correct,Total,Percent
31,0,-1,171,-3,2,FALSE,18-Jun,a TERMITE LOOKS like an ANT,,0,0,0,,,0,3,0
32,-90,-1,167,0,2,FALSE,5-Apr,RAISE the FLAG up the POLE,RAISE THE FLAG AT THE POLE,1,1,1,,,3,3,1
33,0,-1,1,-6,0,FALSE,21-Jan,MARY WORE her HAIR in BRAIDS,,0,0,0,0,,0,4,0
34,0,1,84,-6,0,TRUE,12-Aug,DAVID WIPED the SWEAT from his BROW,MAYBE IF I WERENT SO REPULSIVE,0,0,0,0,,0,4,0
35,180,1,107,-6,0,FALSE,9-Apr,the MEAT from a PIG IS CALLED PORK,,0,0,0,0,0,0,5,0
36,90,1,96,-6,2,FALSE,13-Feb,this NOZZLE SPRAYS a FINE MIST,,0,0,0,0,,0,4,0
37,-90,-1,76,0,2,FALSE,18-Feb,the FLOOD TOOK a HEAVY TOLL,THE FLUCK ,0,0,0,0,,0,4,0
38,0,1,85,-3,2,FALSE,20-May,the SECRET AGENT WAS a SPY,BAD,0,0,0,0,,0,4,0
39,-90,-1,48,-3,2,FALSE,9-Jan,the WAR WAS FOUGHT with ARMORED TANKS,,0,0,0,0,0,0,5,0
40,0,-1,115,0,2,FALSE,1-Feb,the BABY SLEPT in his CRIB,THE BABY SLEPT IN THE CRIB,1,1,1,,,3,3,1
41,0,1,123,-6,3,TRUE,2-Jan,STIR your COFFEE with a SPOON,GENTLE BREEZE,0,0,0,,,0,3,0
42,0,1,3,-6,1,FALSE,21-Aug,BOB WAS CUT by the JACKKNIFEs BLADE,BOB WAS,1,1,0,0,0,2,5,0.4
43,-180,-1,113,-3,1,FALSE,21-Jul,AIRMAIL REQUIRES a SPECIAL STAMP,,0,0,0,0,,0,4,0
44,0,1,11,-3,3,TRUE,8-Jan,the DOG CHEWED on a BONE,,0,0,0,,,0,3,0
45,0,1,65,0,1,TRUE,5-May,the FIREMAN HEARD her FRIGHTENED SCREAM,,0,0,0,0,,0,4,0
46,-180,-1,193,0,0,FALSE,1-Jul,you CUT the WOOD against the GRAIN,PUT THE WOOD AGAINST THE,0,1,0,,,1,3,0.333333333
47,180,1,61,-6,3,FALSE,10-Mar,WATERMELONS HAVE LOTS of SEEDS,,0,0,0,0,,0,4,0
48,180,1,140,-3,2,FALSE,16-Aug,a ROSEBUSH HAS PRICKLY THORNS,,0,0,0,0,,0,4,0
49,-90,-1,128,-3,0,FALSE,25-Mar,a BICYCLE HAS TWO WHEELS,,0,0,0,0,,0,4,0
50,0,-1,122,0,1,TRUE,3-Jun,the GAMBLER LOST the BET,THE GAMBLER LOST,1,1,0,,,2,3,0.666666667
51,0,-1,145,-6,0,FALSE,17-Apr,the BREAD WAS MADE from WHOLE WHEAT,,0,0,0,0,0,0,5,0
52,0,-1,42,-3,3,FALSE,5-Mar,that ACCIDENT GAVE me a SCARE,,0,0,0,,,0,3,0
53,180,1,98,-6,3,FALSE,14-Mar,he TOSSED the DROWNING MAN a ROPE,,0,0,0,0,,0,4,0
54,0,1,2,-6,3,TRUE,10-Jan,they DRANK a WHOLE BOTTLE of GIN,,0,0,0,0,,0,4,0
55,0,1,118,-3,3,TRUE,24-Jun,she HATED to VACUUM the RUG,THE MOUTH THICK AND DRY,0,0,0,,,0,3,0
56,0,1,80,0,0,FALSE,1-Mar,KILL the BUGS with this SPRAY,KILL THE BUGS WITH THIS SPRAY,1,1,1,,,3,3,1
57,-90,-1,149,0,1,FALSE,14-Jun,the FRUIT WAS SHIPPED in WOODEN CRATES,THE CROOK WAS SHIPPED IN WOODEN,0,1,1,1,0,3,5,0.6
58,180,1,34,0,1,FALSE,19-Jun,the SICK CHILD SWALLOWED the PILL,THE SICK CHILD SWALLOWED THE PILL,1,1,1,1,,4,4,1
59,90,1,135,-6,0,FALSE,18-Aug,the RAILROAD TRAIN RAN off the TRACK,,0,0,0,0,,0,4,0
60,-180,-1,7,-6,2,FALSE,10-Aug,that JOB WAS an EASY TASK,,0,0,0,0,,0,4,0
61,90,1,44,0,0,FALSE,8-Mar,the NURSE GAVE him FIRST AID,FIRST AID,0,0,1,1,,2,4,0.5
62,0,-1,180,-3,0,TRUE,3-Apr,the DUCK SWAM with the WHITE SWAN,,0,0,0,0,,0,4,0
63,0,-1,14,-3,3,FALSE,15-Apr,i HAVE GOT a COLD and a SORE THROAT,,0,0,0,0,0,0,5,0
64,0,1,195,-6,1,FALSE,21-Jun,he RODE off in a CLOUD of DUST,,0,0,0,,,0,3,0
65,0,-1,38,0,3,TRUE,6-Jan,the DOCTOR PRESCRIBED the DRUG,,0,0,0,,,0,3,0
66,180,1,17,0,0,FALSE,20-Feb,the POLICEMEN CAPTURED the CROOK,THE POLICEMEN CAPTURED THE GIRL,1,1,0,,,2,3,0.666666667
67,0,-1,112,0,0,FALSE,15-Aug,the DROWNING MAN LET OUT a YELL,THE DROWNING MAN LET OUT A YELL,1,1,1,1,1,5,5,1
68,90,1,57,-3,2,FALSE,15-Jun,the CANDLE BURNED with a BRIGHT FLAME,THE YELOW BIRD,0,0,0,0,,0,4,0
69,0,-1,159,-6,0,TRUE,2-Apr,the WORKERS ARE DIGGING a DITCH,,0,0,0,0,,0,4,0
70,-90,-1,103,-6,0,FALSE,2-Jun,the DOCTOR CHARGED a LOW FEE,,0,0,0,0,,0,4,0
71,-180,-1,134,-3,1,FALSE,4-Feb,UNLOCK the DOOR and TURN the KNOB,,0,0,0,0,,0,4,0
72,0,1,87,0,0,TRUE,24-Apr,the AIRPLANE DROPPED a BOMB,,0,0,0,,,0,3,0
73,-180,-1,24,-6,0,FALSE,7-Feb,PAUL HIT the WATER with a SPLASH,BALL,0,0,0,0,,0,4,0
74,90,1,89,-6,2,FALSE,5-Jan,LET us DECIDE by TOSSING a COIN,,0,0,0,0,,0,4,0
75,-90,-1,52,0,0,FALSE,1-Apr,the DOCTOR X-RAYED his CHEST,DOCTOR XRAYED HIS CHEST,1,1,1,,,3,3,1
76,180,1,146,0,2,FALSE,2-Jul,the COP WORE a BULLET-PROOF VEST,THE COP WORE A BULLETPROOF VEST,1,1,1,1,,4,4,1
77,-180,-1,129,-3,3,FALSE,10-Feb,the CIGARETTE SMOKE FILLED his LUNGS,,0,0,0,0,,0,4,0
78,0,-1,152,-6,3,FALSE,22-Jun,the BLOODHOUND FOLLOWED the TRAIL,,0,0,0,,,0,3,0
79,0,1,114,-3,0,FALSE,11-Mar,USE this SPRAY to KILL the BUGS,,0,0,0,0,,0,4,0
80,0,-1,45,-3,3,TRUE,6-Jul,they PLAYED a GAME of CAT and MOUSE,,0,0,0,0,,0,4,0
81,0,-1,194,0,2,FALSE,9-Jul,a BEAR HAS a THICK COAT of FUR,A BEAR HAS A THINNER COAT OF FUR,1,1,0,1,1,4,5,0.8
82,0,1,136,-6,1,TRUE,16-Feb,the GUESTS WERE WELCOMED by the HOST,,0,0,0,0,,0,4,0
83,-90,-1,77,-3,3,FALSE,22-May,ANN WORKS in the BANK as a CLERK,,0,0,0,0,,0,4,0
84,90,1,78,-3,2,FALSE,17-Feb,the SHIPs CAPTAIN SUMMONED his CREW,,0,0,0,0,,0,4,0
85,90,1,37,0,1,FALSE,19-May,BOB WORE a WATCH on his WRIST,BOB WORE A WATCH ON HIS WRIST,1,1,1,1,,4,4,1
86,0,1,10,-3,1,FALSE,19-Aug,my JAW ACHES when I CHEW GUM,,0,0,0,0,0,0,5,0
87,0,-1,71,-6,2,FALSE,25-Jul,the SHIPWRECKED SAILORS BUILT a RAFT,,0,0,0,0,,0,4,0
88,0,1,70,0,0,TRUE,8-Jun,they FISHED in the BABBLING BROOK,,0,0,0,,,0,3,0
89,-180,-1,185,-6,2,FALSE,19-Jan,we HEARD the TICKING of the CLOCK,,0,0,0,,,0,3,0
90,-90,-1,153,-6,3,FALSE,17-Jul,our CAT IS GOOD at CATCHING MICE,,0,0,0,0,0,0,5,0
91,-180,-1,69,0,1,FALSE,4-Jan,the OLD TRAIN WAS POWERED by STEAM,THE OLD TRAIN WAS POWERED BY STEAM ENGINE,1,1,1,1,1,5,5,1
92,0,-1,56,-6,1,TRUE,7-Jul,the THREAD WAS WOUND on a SPOOL,,0,0,0,0,,0,4,0
93,180,1,90,-3,3,FALSE,18-Jan,the RUDE REMARK MADE her BLUSH,,0,0,0,0,,0,4,0
94,0,1,99,0,1,FALSE,4-Mar,my T.V. HAS a TWELVE-INCH SCREEN,MY TV HAS A TWELVE INCH SCREEN,1,1,1,1,,4,4,1
95,0,-1,199,-3,2,TRUE,1-Aug,my TURTLE WENT into its SHELL,,0,0,0,,,0,3,0
96,0,1,151,-3,1,TRUE,11-May,EVE WAS MADE from ADAMs RIB,,0,0,0,0,0,0,5,0
97,0,-1,91,0,3,FALSE,22-Jan,we ARE LOST so LET us LOOK at the MAP,WE ARE LOST SO LET US TAKE A NAP,1,1,1,0,0,3,5,0.6
98,-90,-1,26,0,0,FALSE,7-Jan,HOLD the BABY on your LAP,HOLD THE BABY ON YOUR LAP,1,1,1,,,3,3,1
99,0,1,196,-6,1,TRUE,11-Jan,the WITNESS TOOK a SOLEMN OATH,,0,0,0,0,,0,4,0
100,180,1,97,-3,0,FALSE,3-Aug,GREET the HEROES with LOUD CHEERS,,0,0,0,0,,0,4,0
101,0,-1,119,0,1,TRUE,22-Feb,the SAND WAS HEAPED in a PILE,THE SAND WAS KEPT IN PILE,1,1,0,1,,3,4,0.75
102,0,1,106,-3,3,FALSE,9-Feb,BOB STOOD with his HANDS on his HIPS,,0,0,0,0,,0,4,0
103,90,1,197,-3,3,FALSE,10-May,the BOY TOOK SHELTER in a CAVE,,0,0,0,0,,0,4,0
104,0,1,40,-6,1,FALSE,4-Jul,PAUL TOOK a BATH in the TUB,THE BOY TOOK A BATH AT THE TUB,0,1,1,1,,3,4,0.75
105,-180,-1,126,0,2,FALSE,19-Jul,how LONG CAN you HOLD your BREATH,HOW LONG CAN YOU HOLD YOUR BREATH,1,1,1,1,,4,4,1
106,-180,-1,105,-6,2,FALSE,6-Feb,the WEDDING BANQUET WAS a FEAST,,0,0,0,0,,0,4,0
107,-90,-1,64,-6,2,FALSE,13-Jan,the COW GAVE BIRTH to a CALF,,0,0,0,0,,0,4,0
108,90,1,35,0,0,FALSE,4-Apr,your KNEES and your ELBOWS ARE JOINTS,,0,0,0,0,,0,4,0
109,180,1,161,-3,1,FALSE,11-Apr,we SAW a FLOCK of WILD GEESE,,0,0,0,0,,0,4,0
110,180,1,66,0,3,FALSE,8-Feb,the DUCKS SWAM around on the POND,SWAM AROUND,0,1,0,,,1,3,0.333333333
111,-180,-1,170,-6,2,FALSE,13-Aug,the BAD NEWS CAME as a SHOCK,THE MAN,0,0,0,0,,0,4,0
112,90,1,101,-3,1,FALSE,23-Feb,HOUSEHOLD GOODS ARE MOVED in a VAN,,0,0,0,0,0,0,5,0
113,0,1,139,-3,0,FALSE,13-Jul,the MARKSMAN TOOK CAREFUL AIM,,0,0,0,0,,0,4,0
114,-90,-1,184,-6,1,FALSE,19-Feb,the CAR DROVE off the STEEP CLIFF,,0,0,0,0,,0,4,0
115,0,1,148,-3,1,TRUE,21-Apr,the SANDAL HAS a BROKEN STRAP,,0,0,0,0,,0,4,0
116,0,-1,120,-6,2,TRUE,2-Aug,i CUT my FINGER with a KNIFE,,0,0,0,,,0,3,0
117,0,1,172,-6,2,FALSE,8-Jul,the CROOK ENTERED a GUILTY PLEA,THE CROCODILE,0,0,0,0,,0,4,0
118,0,1,102,0,2,TRUE,14-Jul,i ATE a PIECE of CHOCOLATE FUDGE,I ATE A CHOCLATE FOR LUNCH,1,0,1,0,,2,4,0.5
119,0,-1,83,0,3,FALSE,8-May,the CHICKS FOLLOWED the MOTHER HEN,THE CHICKEN FOLLOWED THE BUTTER HEN,0,1,0,1,,2,4,0.5
120,180,1,30,-6,1,FALSE,12-Jan,they TRACKED the LION to his DEN,,0,0,0,,,0,3,0
121,0,1,178,0,1,FALSE,14-Aug,a SPOILED CHILD IS a BRAT,A SPOILED CHILD IS A BRAT,1,1,1,1,,4,4,1
122,90,1,93,-6,3,FALSE,7-Apr,the STEAMSHIP LEFT on a CRUISE,,0,0,0,,,0,3,0
123,-90,-1,4,-3,3,FALSE,16-Apr,she WORE a FEATHER in her CAP,,0,0,0,,,0,3,0
124,0,1,18,-6,3,FALSE,24-Mar,he HIT me with a CLENCHED FIST,,0,0,0,,,0,3,0
125,-180,-1,92,0,0,FALSE,25-Jan,he WAS SCARED out of his WITS,HE WAS SCARED OUT OF HIS WITS,1,1,1,,,3,3,1
126,90,1,33,0,2,FALSE,6-Mar,the KING WORE a GOLDEN CROWN,THE KING WORE A GOLDEN CROWN,1,1,1,1,,4,4,1
127,0,-1,176,-3,3,FALSE,20-Jul,his BOSS MADE him WORK like a SLAVE,SAFE,0,0,0,0,,0,4,0
128,0,1,132,-3,0,TRUE,20-Jan,he KILLED the DRAGON with his SWORD,,0,0,0,,,0,3,0
129,0,-1,67,0,3,TRUE,16-Jul,at BREAKFAST he DRANK SOME JUICE,,0,0,0,0,,0,4,0
130,0,-1,192,-6,2,TRUE,10-Jun,the CANDLE FLAME MELTED the WAX,,0,0,0,0,,0,4,0
131,180,1,189,-3,3,FALSE,13-Apr,she MADE the BED with CLEAN SHEETS,,0,0,0,0,,0,4,0
132,0,-1,53,-3,1,FALSE,4-Jun,GET the BREAD and CUT me a SLICE,,0,0,0,0,,0,4,0
133,0,-1,179,0,2,FALSE,9-Jun,the WIDOWs SOB EXPRESSED her GRIEF,THE WIDOWS SAW EXPRESSED,1,0,1,0,,2,4,0.5
134,-90,-1,186,-6,0,FALSE,2-May,to STORE his WOOD he BUILT a SHED,,0,0,0,0,,0,4,0
135,0,-1,41,-6,2,FALSE,17-May,LET us INVITE the WHOLE GANG,,0,0,0,0,,0,4,0
136,0,-1,187,0,2,TRUE,3-Jul,his PANTS WERE HELD up by a BELT,,0,0,0,0,,0,4,0
137,-90,-1,82,0,3,FALSE,13-Mar,the SAILOR SWABBED the DECK,SWAPPED THE TENT,0,0,0,,,0,3,0
138,0,-1,142,-6,3,TRUE,18-Apr,SPREAD SOME BUTTER on your BREAD,,0,0,0,0,,0,4,0
139,180,1,63,0,1,FALSE,13-May,the JUDGE IS SITTING on the BENCH,THE JUDGES STAY AT THE BENCH,0,0,0,1,,1,4,0.25
140,-180,-1,138,-6,3,FALSE,17-Jan,the BEER DRINKERS RAISED their MUGS,,0,0,0,0,,0,4,0
141,-90,-1,157,-3,3,FALSE,11-Aug,the SHEPHERD WATCHED his FLOCK of SHEEP,WATCHED THE SHEEP,0,1,0,1,,2,4,0.5
142,-180,-1,182,-3,0,FALSE,15-May,the HEAVY RAINS CAUSED a FLOOD,,0,0,0,0,,0,4,0
143,0,-1,143,-3,2,TRUE,22-Apr,he IS EMPLOYED by a LARGE FIRM,,0,0,0,0,,0,4,0
144,-90,-1,12,-3,0,FALSE,3-Mar,we SHIPPED the FURNITURE by TRUCK,,0,0,0,,,0,3,0
145,-180,-1,147,-6,0,FALSE,20-Apr,the LION GAVE an ANGRY ROAR,,0,0,0,0,,0,4,0
146,0,1,81,-3,0,TRUE,14-May,CUT a PIECE of MEAT from the ROAST,,0,0,0,0,,0,4,0
147,0,1,141,-6,2,TRUE,25-May,the LANDLORD RAISED the RENT,,0,0,0,,,0,3,0
148,0,-1,156,-3,2,FALSE,20-Jun,the BURGLAR ESCAPED with the LOOT,,0,0,0,,,0,3,0
149,90,1,62,0,3,FALSE,21-May,the RANCHER ROUNDED UP his HERD,,0,0,0,0,,0,4,0
150,0,-1,79,-6,2,FALSE,10-Jul,"to OPEN the JAR, TWIST the LID",,0,0,0,0,,0,4,0
151,0,1,166,0,1,FALSE,3-Jan,the PLOW WAS PULLED by an OX,THE PLOW WAS PULLED BY AN ASS,1,1,1,0,,3,4,0.75
152,0,1,163,0,2,TRUE,16-Jan,for DESSERT he HAD APPLE PIE,,0,0,0,0,,0,4,0
153,-180,-1,47,-3,3,FALSE,4-May,the AIRPLANE WENT into a DIVE,,0,0,0,,,0,3,0
154,-180,-1,13,0,0,FALSE,12-May,the BOAT SAILED ALONG the COAST,THE BOAT SAILED LONG AGO,1,1,0,0,,2,4,0.5
155,90,1,175,-6,1,FALSE,23-Mar,the POND WAS FULL of CROAKING FROGS,,0,0,0,0,0,0,5,0
156,-180,-1,121,-6,1,FALSE,16-May,the SWIMMER DOVE into the POOL,,0,0,0,,,0,3,0
157,0,1,127,-6,3,TRUE,22-Mar,please WIPE your FEET on the MAT,,0,0,0,,,0,3,0
158,90,1,5,-3,2,FALSE,9-Mar,she FACED them with a FOOLISH GRIN,,0,0,0,,,0,3,0
159,0,-1,16,-6,0,FALSE,11-Jun,he WAS HIT by a POISONED DART,,0,0,0,0,,0,4,0
160,-90,-1,25,-6,3,FALSE,5-Jul,MAPLE SYRUP is MADE from SAP,,0,0,0,0,,0,4,0
161,0,1,27,0,3,TRUE,16-Mar,the STORM BROKE the SAILBOATs MAST,THE STORM BROKE,1,1,0,0,,2,4,0.5
162,180,1,125,-3,0,FALSE,6-Jun,"instead of a FENCE, PLANT a HEDGE",,0,0,0,,,0,3,0
163,0,-1,198,-3,0,TRUE,8-Aug,our SEATS WERE in the SECOND ROW,,0,0,0,0,,0,4,0
164,0,1,68,-3,2,FALSE,12-Jun,RUTH HAD a NECKLACE of GLASS BEADS,,0,0,0,0,0,0,5,0
165,90,1,75,0,1,FALSE,16-Jun,we SWAM at the BEACH at HIGH TIDE,WE SWAM AT THE BEACH AT HIGH TIDE,1,1,1,1,,4,4,1
166,180,1,144,0,2,FALSE,12-Feb,RUTH POURED the WATER down the DRAIN,THE WATER DOWN THE DRAIN,0,0,1,1,,2,4,0.5
167,0,-1,0,0,0,FALSE,11-Jul,TIGHTEN the BELT by a NOTCH,TIGHTEN THE BELT BY A NOTCH,1,1,1,,,3,3,1
168,90,1,110,0,3,FALSE,18-Jul,the STALE BREAD WAS COVERED with MOLD,THE BOY,0,0,0,0,0,0,5,0
169,-180,-1,165,-6,0,FALSE,13-Jun,the SINGER WAS MOBBED by her FANS,,0,0,0,0,,0,4,0
170,-180,-1,88,0,2,FALSE,24-Aug,CUT the MEAT into SMALL CHUNKS,WE CUT THE MEAT TO SMALLER CHUNKS,1,1,0,1,,3,4,0.75
171,0,1,51,-6,2,TRUE,24-Jul,THROW OUT all this USELESS JUNK,,0,0,0,0,,0,4,0
172,0,1,28,0,0,TRUE,7-May,the PAPERS WERE HELD by a CLIP,HELD BY ,0,0,1,0,,1,4,0.25
173,0,-1,150,-3,1,FALSE,19-Apr,the CABIN WAS MADE of LOGS,,0,0,0,0,,0,4,0
174,0,1,174,-6,3,FALSE,11-Feb,the CUSHION WAS FILLED with FOAM,FOAM,0,0,0,1,,1,4,0.25
175,-90,-1,188,-3,1,FALSE,10-Apr,RUTH POURED herself a CUP of TEA,,0,0,0,0,,0,4,0
176,0,-1,183,-3,3,TRUE,3-Feb,the NATIVES BUILT a WOODEN HUT,,0,0,0,0,,0,4,0
177,-180,-1,168,-3,0,FALSE,6-Apr,the DETECTIVES SEARCHED for a CLUE,LOOP,0,0,0,,,0,3,0
178,0,1,50,0,2,FALSE,18-May,the HOUSE WAS ROBBED by a THIEF,THE HOUSE WAS ROBBED BY A THIEF,1,1,1,1,,4,4,1
179,90,1,124,-6,3,FALSE,23-Jan,no one WAS INJURED in the CRASH,,0,0,0,,,0,3,0
180,0,1,164,-6,0,TRUE,9-May,the FUR COAT WAS MADE of MINK,,0,0,0,0,0,0,5,0
181,-90,-1,158,0,1,FALSE,18-Mar,the GLASS HAD a CHIP on the RIM,HIT ON THE RIM,0,0,0,1,,1,4,0.25
182,-180,-1,9,-3,1,FALSE,1-Jan,his PLANS MEANT TAKING a BIG RISK,,0,0,0,0,0,0,5,0
183,0,-1,191,-3,0,FALSE,23-Jun,on the BEACH we PLAY in the SAND,TANNED,0,0,0,,,0,3,0
184,180,1,55,0,3,FALSE,25-Apr,a ZEBRA HAS BLACK and WHITE STRIPES,THE ZEBRA HAS BLACK AND WHITE STRIPES,1,1,1,1,1,5,5,1
185,0,-1,8,-6,0,FALSE,2-Feb,the WATCHDOG GAVE a WARNING GROWL,THE BOY WAS ALMOST DROWNING,0,0,0,0,,0,4,0
186,180,1,169,-6,3,FALSE,1-May,"it IS GETTING DARK, so LIGHT the LAMP",,0,0,0,0,0,0,5,0
187,0,-1,60,-3,1,TRUE,1-Jun,PLAYING CHECKERS CAN BE FUN,,0,0,0,0,0,0,5,0
188,0,-1,137,0,0,FALSE,19-Mar,her CIGARETTE HAD a LONG ASH,HER CIGARETTE HAD A LONG EDGE,1,1,1,0,,3,4,0.75
189,0,1,111,0,0,TRUE,17-Mar,MR. BROWN CARVED the ROAST BEEF,CARVED THE ROAD,0,0,1,0,0,1,5,0.2
190,90,1,73,-6,2,FALSE,23-May,a CHIMPANZEE IS an APE,,0,0,0,,,0,3,0
191,90,1,49,-3,1,FALSE,22-Jul,the BOTTLE WAS SEALED with a CORK,THE BOTTLE OF WHISKEY WAS COLD,1,0,0,0,,1,4,0.25
