,A_Angle,B_Angle_sign,C_Masker,D_SNR,E_Talker,FG_Static,F_Sentence_ID,G_Sentence,H_Response,I_Input_1,J_Input_2,K_Input_3,L_Input_4,M_Input_5,Correct,Total,Percent
151,0,1,76,0,2,TRUE,25-Apr,a ZEBRA HAS BLACK and WHITE STRIPES,THE ZEBRA HAS BLACK AND WHITE STRIPES,1,1,1,1,1,5,5,1
152,180,1,37,0,0,FALSE,20-Jun,the BURGLAR ESCAPED with the LOOT,THE BURGLAR ESCAPED FROM THE HOUSE,1,1,0,,,2,3,0.666666667
153,90,1,83,-6,1,FALSE,12-May,the BOAT SAILED ALONG the COAST,THE SETTING STONES CLOSED,0,0,0,0,,0,4,0
154,0,1,111,0,1,FALSE,1-Aug,my TURTLE WENT into its SHELL,MY TURTLE WENT INTO ITS SHELL,1,1,1,,,3,3,1
155,-180,-1,126,-3,1,FALSE,22-Apr,he IS EMPLOYED by a LARGE FIRM,THE EMPIRES TERMS,0,0,0,0,,0,4,0
156,0,1,72,0,3,TRUE,20-Apr,the LION GAVE an ANGRY ROAR,MY BOSS LECTURED HIM BEFORE,0,0,0,0,,0,4,0
157,0,1,157,-3,0,TRUE,13-Jan,the COW GAVE BIRTH to a CALF,HAPPY BIRTH TO BRAD,0,0,1,0,,1,4,0.25
158,0,1,135,-3,2,FALSE,5-Mar,that ACCIDENT GAVE me a SCARE,THE SETTING TABLE HAS CHAIRS,0,0,0,,,0,3,0
159,-180,-1,97,-3,0,FALSE,7-Feb,PAUL HIT the WATER with a SPLASH,BOB WITH THE WALL HAS RIKED,0,0,0,0,,0,4,0
160,-90,-1,96,-3,3,FALSE,24-Jan,my SON HAS a DOG for a PET,THE SAUSAGES ARE AMAZING,0,0,0,0,,0,4,0
161,-90,-1,49,-6,1,FALSE,15-May,the HEAVY RAINS CAUSED a FLOOD,THE HEADGATE CHARGE WAS CLOSED,0,0,0,0,,0,4,0
162,0,1,113,0,2,FALSE,1-Apr,the DOCTOR X-RAYED his CHEST,THE DOCTOR XRAYED HIS CHEST,1,1,1,,,3,3,1
163,180,1,191,0,2,FALSE,7-Mar,the GIRL SWEPT the FLOOR with a BROOM,THE GIRLS SWEPT THE FLOOR WITH HER BROOM,1,1,1,1,,4,4,1
164,180,1,116,-6,3,FALSE,3-Jun,the GAMBLER LOST the BET,THE PRINTER LOST THE BLOOD,0,1,0,,,1,3,0.333333333
165,0,-1,77,-6,1,FALSE,6-May,he WIPED the SINK with a SPONGE,SHEPPED THE SECOND DRIVE,0,0,0,,,0,3,0
166,-90,-1,153,0,1,FALSE,16-Jun,we SWAM at the BEACH at HIGH TIDE,HE SWAM AT THE BEACH AT HIGH TIDE,1,1,1,1,,4,4,1
167,0,1,172,-6,2,TRUE,6-Feb,the WEDDING BANQUET WAS a FEAST,VENUE FIRST HERE,0,0,0,0,,0,4,0
168,180,1,58,-3,2,FALSE,2-Feb,the WATCHDOG GAVE a WARNING GROWL,VAMOOSE SLOGGED HAMSTER,0,0,0,0,,0,4,0
169,0,-1,168,-3,1,TRUE,5-Apr,RAISE the FLAG up the POLE,THE CHIPPED HELPED SET,0,0,0,,,0,3,0
170,0,1,180,-3,3,FALSE,19-Apr,the CABIN WAS MADE of LOGS,THE ANIMAL HE FOUGHT,0,0,0,0,,0,4,0
171,180,1,1,0,0,FALSE,2-Jun,the DOCTOR CHARGED a LOW FEE,THE DEER CHARGED A LOAD,0,1,0,0,,1,4,0.25
172,90,1,171,0,1,FALSE,2-May,to STORE his WOOD he BUILT a SHED,THE STORE HAS WHITE CHEFS,1,0,0,0,,1,4,0.25
173,90,1,50,-3,3,FALSE,21-Mar,the LONELY BIRD SEARCHED for its MATE,THE RUPTURE SICKED BIG,0,0,0,0,,0,4,0
174,0,1,119,0,0,TRUE,5-Jul,MAPLE SYRUP is MADE from SAP,MAPLE SYRUP IS MADE FROM SAP,1,1,1,1,,4,4,1
175,180,1,129,-6,0,FALSE,8-Jun,they FISHED in the BABBLING BROOK,BROWN MOTHER OF PEARL,0,0,0,,,0,3,0
176,0,-1,130,-6,0,TRUE,18-Aug,the RAILROAD TRAIN RAN off the TRACK,,0,0,0,0,,0,4,0
177,90,1,40,-6,2,FALSE,24-Apr,the AIRPLANE DROPPED a BOMB,THE AIRWAVE FOUND A BUMP,0,0,0,,,0,3,0
178,0,1,22,0,2,FALSE,21-Aug,BOB WAS CUT by the JACKKNIFEs BLADE,BOB WAS CUT BY THE JACKKNIFES BLADE,1,1,1,1,1,5,5,1
179,0,-1,73,-6,2,FALSE,20-Feb,the POLICEMEN CAPTURED the CROOK,THRAP LUNGED,0,0,0,,,0,3,0
