,A_Angle,B_Angle_sign,C_Masker,D_SNR,E_Talker,FG_Static,F_Sentence_ID,G_Sentence,H_Response,I_Input_1,J_Input_2,K_Input_3,L_Input_4,M_Input_5,Correct,Total,Percent
16,180,1,3,-6,1,FALSE,11-Jul,TIGHTEN the BELT by a NOTCH,TIGHTEN THE BLACK,1,0,0,,,1,3,0.333333333
17,0,-1,67,-6,0,FALSE,3-Apr,the DUCK SWAM with the WHITE SWAN,THE CENTER,0,0,0,0,,0,4,0
18,0,-1,41,-6,2,TRUE,20-Apr,the LION GAVE an ANGRY ROAR,FEET SWINGING,0,0,0,0,,0,4,0
19,-90,-1,66,-6,1,FALSE,21-Mar,the LONELY BIRD SEARCHED for its MATE,FOLLOW THE MOVEMENT BUT THERE WERE,0,0,0,0,,0,4,0
20,90,1,86,0,0,FALSE,3-May,the MOUSE WAS CAUGHT in the TRAP,THE MOUSE WAS CAUGHT IN THE TRAP,1,1,1,1,,4,4,1
21,180,1,139,-3,3,FALSE,4-Jul,PAUL TOOK a BATH in the TUB,HER FEET IN THE AIR,0,0,0,0,,0,4,0
22,0,-1,70,-3,1,TRUE,20-Mar,the SOUP WAS SERVED in a BOWL,MUDDY GRACE,0,0,0,0,,0,4,0
23,90,1,5,-3,2,FALSE,20-Feb,the POLICEMEN CAPTURED the CROOK,I DONT UNDERSTAND HOW A CHILD,0,0,0,,,0,3,0
24,180,1,112,0,3,FALSE,3-Jul,his PANTS WERE HELD up by a BELT,THE PANTS WERE HELD UP BY A BELT,1,1,1,1,,4,4,1
25,0,1,12,-6,3,FALSE,15-Aug,the DROWNING MAN LET OUT a YELL,TALK TO HIM IN A NATURAL,0,0,0,0,0,0,5,0
26,-90,-1,194,-3,1,FALSE,14-Feb,the SPORT SHIRT HAS SHORT SLEEVES,THE SPORT,1,0,0,0,0,1,5,0.2
27,0,-1,35,-6,3,TRUE,13-Feb,this NOZZLE SPRAYS a FINE MIST,HER SINUSES TINGLED AS IF SHE WERE GOING TO,0,0,0,0,,0,4,0
28,0,1,88,-3,0,TRUE,20-Jul,his BOSS MADE him WORK like a SLAVE,YOU HAVE TO HURRY IT COULD ONLY TAKE,0,0,0,0,,0,4,0
29,0,-1,170,-3,0,FALSE,12-Jan,they TRACKED the LION to his DEN,THE TRAP,0,0,0,,,0,3,0
30,-90,-1,99,-6,1,FALSE,7-Jul,the THREAD WAS WOUND on a SPOOL,MRS MURRAYS LABORATORY WHICH WAS IN THE,0,0,0,0,,0,4,0
31,0,1,143,0,1,TRUE,3-Aug,GREET the HEROES with LOUD CHEERS,TEARS,0,0,0,0,,0,4,0
32,180,1,162,-6,0,FALSE,16-Mar,the STORM BROKE the SAILBOATs MAST,WHERE IS CHARLES,0,0,0,0,,0,4,0
33,0,-1,24,0,3,FALSE,17-Jan,the BEER DRINKERS RAISED their MUGS,THE BEER DRINKERS RAISED THEIR MUGS,1,1,1,1,,4,4,1
34,-90,-1,188,0,3,FALSE,1-Apr,the DOCTOR X-RAYED his CHEST,THE DOCTOR XRAYED HIS CHEST,1,1,1,,,3,3,1
35,180,1,153,-3,0,FALSE,5-Jul,MAPLE SYRUP is MADE from SAP,HE PUT SYRUP IN THE,0,1,0,0,,1,4,0.25
36,-90,-1,45,-3,3,FALSE,4-Jan,the OLD TRAIN WAS POWERED by STEAM,JOSH NEWMAN,0,0,0,0,0,0,5,0
37,180,1,146,-3,3,FALSE,12-Jul,the COOKIES WERE KEPT in a JAR,THE WORLD,0,0,0,0,,0,4,0
38,90,1,39,-6,3,FALSE,11-May,EVE WAS MADE from ADAMs RIB,JOSH HAD BEEN,0,0,0,0,0,0,5,0
39,0,-1,34,0,3,TRUE,10-Jan,they DRANK a WHOLE BOTTLE of GIN,HE DRANK A WHOLE BOTTLE OF,1,1,1,0,,3,4,0.75
40,0,-1,26,-3,3,FALSE,18-Aug,the RAILROAD TRAIN RAN off the TRACK,THE ROUND,0,0,0,0,,0,4,0
41,0,1,165,-3,3,TRUE,3-Jun,the GAMBLER LOST the BET,IM SORRY OUR FATHER AND I USED TO,0,0,0,,,0,3,0
42,0,-1,1,-6,2,FALSE,14-Aug,a SPOILED CHILD IS a BRAT,ON THE OTHER SIDE OF THE TREES,0,0,0,0,,0,4,0
43,180,1,32,0,3,FALSE,25-Jan,he WAS SCARED out of his WITS,HE WAS SCARED OUT OF HIS WITS,1,1,1,,,3,3,1
44,-180,-1,190,-6,2,FALSE,25-Jun,FOOTBALL IS a DANGEROUS SPORT,I DO FACE FACTS,0,0,0,0,,0,4,0
45,0,-1,89,-6,0,TRUE,4-Jun,GET the BREAD and CUT me a SLICE,SINCE MOST OF THEM,0,0,0,0,,0,4,0
46,-90,-1,113,0,3,FALSE,19-Aug,my JAW ACHES when I CHEW GUM,MY JAW ACHES WHEN I CHEW GUM,1,1,1,1,1,5,5,1
47,0,-1,197,0,0,FALSE,25-Apr,a ZEBRA HAS BLACK and WHITE STRIPES,A ZEBRA HAS BLACK AND WHITE STRIPES,1,1,1,1,1,5,5,1
48,180,1,136,-6,2,FALSE,1-Feb,the BABY SLEPT in his CRIB,THE BABY SLEPT,1,1,0,,,2,3,0.666666667
49,0,1,102,0,2,FALSE,23-Apr,her ENTRY SHOULD WIN FIRST PRIZE,HER ENTRY SHOULD WIN FIRST PRIZE,1,1,1,1,1,5,5,1
50,180,1,91,0,0,FALSE,24-Jan,my SON HAS a DOG for a PET,MY SON HAS A DOG FOR A PET,1,1,1,1,,4,4,1
51,90,1,128,-6,2,FALSE,4-May,the AIRPLANE WENT into a DIVE,THE AIRPLANE WENT,1,1,0,,,2,3,0.666666667
52,0,1,75,-3,3,FALSE,8-May,the CHICKS FOLLOWED the MOTHER HEN,SHE FOLLWED,0,1,0,0,,1,4,0.25
53,90,1,64,0,3,FALSE,8-Aug,our SEATS WERE in the SECOND ROW,OUR SEATS WERE IN THE SECOND ROW,1,1,1,1,,4,4,1
54,0,-1,148,0,1,TRUE,19-Jul,how LONG CAN you HOLD your BREATH,MRS MARY ANN,0,0,0,0,,0,4,0
55,0,1,120,-6,1,FALSE,24-Apr,the AIRPLANE DROPPED a BOMB,UNDER THE CAR ,0,0,0,,,0,3,0
56,180,1,98,-3,1,FALSE,6-Jan,the DOCTOR PRESCRIBED the DRUG,THE DOCTOR PRESCRIBED,1,1,0,,,2,3,0.666666667
57,90,1,141,-3,1,FALSE,12-Apr,how DID your CAR GET that DENT,WERE DENSE,0,0,0,0,,0,4,0
58,0,1,199,-6,1,TRUE,1-Jan,his PLANS MEANT TAKING a BIG RISK,TO SEE THROUGH BOOKS UNTIL HE FOUND THE ONE HE WANTED,0,0,0,0,0,0,5,0
59,0,1,130,-3,0,TRUE,21-Jan,MARY WORE her HAIR in BRAIDS,FOR HER I DONT KNOW,0,0,0,0,,0,4,0
60,0,-1,169,0,1,TRUE,25-Feb,the FARMER BALED the HAY,THE FARMER BAILED THE HAY,1,1,1,,,3,3,1
61,180,1,62,-3,0,FALSE,14-May,CUT a PIECE of MEAT from the ROAST,GLASS ON THE FLOOR TWO OF THE WOMEN,0,0,0,0,,0,4,0
62,0,1,15,-3,2,TRUE,2-Mar,how MUCH CAN I BUY for a DIME,THE WINDOW RATTLED,0,0,0,0,0,0,5,0
63,-90,-1,94,0,1,FALSE,9-Jan,the WAR WAS FOUGHT with ARMORED TANKS,THE WAR WAS FOUGHT WITH,1,1,1,0,0,3,5,0.6
64,-180,-1,168,-6,1,FALSE,10-Apr,RUTH POURED herself a CUP of TEA,SHE SUGGESTED,0,0,0,0,,0,4,0
65,0,-1,106,-6,0,TRUE,2-May,to STORE his WOOD he BUILT a SHED,HOW DID SHE EXPECT ME TO EAT,0,0,0,0,,0,4,0
66,180,1,20,0,3,FALSE,19-Mar,her CIGARETTE HAD a LONG ASH,HER CIGARETTE HAD A LONG ASH,1,1,1,1,,4,4,1
67,0,-1,52,-6,1,FALSE,6-Jun,"instead of a FENCE, PLANT a HEDGE",HE STOPPED THE,0,0,0,,,0,3,0
68,-90,-1,37,-6,0,FALSE,5-Jun,the SLEEPY CHILD TOOK a NAP,THE CHILD,0,1,0,0,,1,4,0.25
69,0,1,46,-3,0,FALSE,8-Apr,TREE TRUNKS ARE COVERED with BARK,THREE DRINKS,0,0,0,0,0,0,5,0
70,0,1,138,0,3,FALSE,23-Jan,no one WAS INJURED in the CRASH,THE WOMAN WAS,1,0,0,,,1,3,0.333333333
71,90,1,129,-3,0,FALSE,21-Jun,he RODE off in a CLOUD of DUST,HE WENT OFF,0,0,0,,,0,3,0
72,-180,-1,93,-3,2,FALSE,17-Mar,MR. BROWN CARVED the ROAST BEEF,THATS ONE REASON I DIDNT TELL YOU,0,0,0,0,0,0,5,0
73,0,-1,132,-6,2,FALSE,6-Jul,they PLAYED a GAME of CAT and MOUSE,THEY PLAYED A GAME OF CAT AND MOUSE,1,1,1,1,,4,4,1
74,0,-1,80,0,3,FALSE,13-May,the JUDGE IS SITTING on the BENCH,THE JUDGE IS SITTING ON THE BENCH,1,1,1,1,,4,4,1
75,-90,-1,160,0,2,FALSE,6-May,he WIPED the SINK with a SPONGE,HE WIPED THE SINK WITH A SPONGE,1,1,1,,,3,3,1
76,90,1,97,-3,2,FALSE,22-Jul,the BOTTLE WAS SEALED with a CORK,WHO OWNED THE SHOP,0,1,0,0,,1,4,0.25
77,180,1,187,0,1,FALSE,18-Feb,the FLOOD TOOK a HEAVY TOLL,TOOK A HEAVY TOLL,0,1,1,1,,3,4,0.75
78,0,-1,18,-3,3,FALSE,24-Mar,he HIT me with a CLENCHED FIST,HE MOVED AWAY FROM THE,0,0,0,,,0,3,0
79,0,1,164,-6,3,TRUE,17-Jun,we GOT DRUNK in the LOCAL BAR,HE WAS HOLDING HIS HEAD IN HIS HANDS COUGHING OCCASIONALLY,0,0,0,0,,0,4,0
80,90,1,0,-6,3,FALSE,15-May,the HEAVY RAINS CAUSED a FLOOD,CAUSED THE,0,0,1,0,,1,4,0.25
81,0,1,178,-3,3,TRUE,25-May,the LANDLORD RAISED the RENT,PORTER TELLS ME,0,0,0,,,0,3,0
82,0,1,105,0,2,TRUE,19-May,BOB WORE a WATCH on his WRIST,BOB WORE A WATCH IN,1,1,1,0,,3,4,0.75
83,-180,-1,28,-6,0,FALSE,11-Jun,he WAS HIT by a POISONED DART,MAYVE HE WAS HEADING TO THE NEAREST,1,0,0,0,,1,4,0.25
84,0,1,157,-6,1,TRUE,15-Feb,she SHORTENED the HEM of her SKIRT,WHAT COULD SHE MEAN HOW COULD SHE KNOW,0,0,0,,,0,3,0
85,0,-1,182,-3,2,FALSE,20-May,the SECRET AGENT WAS a SPY,THE ,0,0,0,0,,0,4,0
86,0,-1,100,0,1,FALSE,7-Jun,DROP the COIN through the SLOT,DROP THE COIN THROUGH THE SLOT,1,1,1,,,3,3,1
87,90,1,33,-3,3,FALSE,16-May,the SWIMMER DOVE into the POOL,LIKE THE SCENT OF CINNAMON,0,0,0,,,0,3,0
88,-90,-1,9,0,3,FALSE,2-Jun,the DOCTOR CHARGED a LOW FEE,THE DOCTOR CHARGED A LOW FEE,1,1,1,1,,4,4,1
89,180,1,150,-3,2,FALSE,7-Mar,the GIRL SWEPT the FLOOR with a BROOM,WET SOCKS DONT BOTHER ME,0,0,0,0,,0,4,0
90,0,1,76,0,0,TRUE,7-Jan,HOLD the BABY on your LAP,YOU DONT KNOW,0,0,0,,,0,3,0
91,-90,-1,114,-6,0,FALSE,19-Jan,we HEARD the TICKING of the CLOCK,NOW HE WAS MISSING HIS,0,0,0,,,0,3,0
92,180,1,107,0,2,FALSE,23-May,a CHIMPANZEE IS an APE,A CHIMPANZEE IS AN APE,1,1,1,,,3,3,1
93,0,-1,87,-6,1,FALSE,22-Jun,the BLOODHOUND FOLLOWED the TRAIL,THE BLOODHOUND FOLLOWED THE TRAIL,1,1,1,,,3,3,1
94,-180,-1,25,-6,0,FALSE,3-Jan,the PLOW WAS PULLED by an OX,OFFERED THE NEWS,0,0,0,0,,0,4,0
95,0,-1,186,-3,1,TRUE,23-Jun,on the BEACH we PLAY in the SAND,HE WOULD BE THE LAST PERSON I TELL,0,0,0,,,0,3,0
96,-180,-1,17,-6,3,FALSE,23-Mar,the POND WAS FULL of CROAKING FROGS,HIS IRON GREY HAIR WAS PULLED BACK,0,1,0,0,0,1,5,0.2
97,0,-1,119,-6,2,FALSE,2-Apr,the WORKERS ARE DIGGING a DITCH,THE WORKERS,1,0,0,0,,1,4,0.25
98,0,1,191,0,0,FALSE,14-Mar,he TOSSED the DROWNING MAN a ROPE,THE ROPE,0,0,0,1,,1,4,0.25
99,180,1,149,-3,3,FALSE,20-Jun,the BURGLAR ESCAPED with the LOOT,WILD NIGHTS ARE MY GLORY,0,0,0,,,0,3,0
100,90,1,57,-6,0,FALSE,12-Feb,RUTH POURED the WATER down the DRAIN,HIS STOMACH TWISTED,0,0,0,0,,0,4,0
101,-90,-1,121,-3,2,FALSE,2-Feb,the WATCHDOG GAVE a WARNING GROWL,THE WORKER WALKED ,0,0,0,0,,0,4,0
102,0,1,184,-3,2,TRUE,12-May,the BOAT SAILED ALONG the COAST,WATCHED AS THE LEATHER SHIFTED IN THE,0,0,0,0,,0,4,0
103,180,1,122,0,1,FALSE,16-Feb,the GUESTS WERE WELCOMED by the HOST,THE GUEST WERE WELCOMED BY THE HOST,0,1,1,1,,3,4,0.75
104,-90,-1,44,0,1,FALSE,20-Jan,he KILLED the DRAGON with his SWORD,HE KILLED THE DRAGON WITH HIS SWORD,1,1,1,,,3,3,1
105,0,1,96,0,1,TRUE,9-May,the FUR COAT WAS MADE of MINK,THE FUR COAT WAS MADE OF ,1,1,1,1,0,4,5,0.8
106,0,-1,101,-3,0,FALSE,16-Jul,at BREAKFAST he DRANK SOME JUICE,CHEMICALS COOKING,0,0,0,0,,0,4,0
107,0,1,54,-6,3,TRUE,8-Jan,the DOG CHEWED on a BONE,AS IF THEY WERE TYPING FURIOUSLY,0,0,0,,,0,3,0
108,0,-1,108,0,0,TRUE,18-Jun,a TERMITE LOOKS like an ANT,THE TERMITE LOOKS LIKE AN ANT,1,1,1,,,3,3,1
109,90,1,177,-3,1,FALSE,13-Jun,the SINGER WAS MOBBED by her FANS,WHAT SEEMS TO BE THE,0,0,0,0,,0,4,0
110,0,1,125,-6,0,FALSE,17-Apr,the BREAD WAS MADE from WHOLE WHEAT,SNAPPED,0,0,0,0,0,0,5,0
111,0,1,183,-6,0,TRUE,16-Jun,we SWAM at the BEACH at HIGH TIDE,EVERYTHING FINE AT HOME I AM ,0,0,0,0,,0,4,0
112,0,-1,56,0,1,FALSE,11-Feb,the CUSHION WAS FILLED with FOAM,THE CUSHION WAS FILLED WITH FOAM,1,1,1,1,,4,4,1
113,180,1,14,0,2,FALSE,9-Jul,a BEAR HAS a THICK COAT of FUR,A BEAR HAS A THICK COAT OF FUR,1,1,1,1,1,5,5,1
114,180,1,144,-3,1,FALSE,19-Jun,the SICK CHILD SWALLOWED the PILL,HER MOUTH,0,0,0,0,,0,4,0
115,0,-1,13,-3,2,TRUE,8-Feb,the DUCKS SWAM around on the POND,EVEN LARGER THAN THE FIRST TWO,0,0,0,,,0,3,0
116,90,1,193,0,0,FALSE,10-May,the BOY TOOK SHELTER in a CAVE,THE BOY TOOK SHELTER IN A CAVE,1,1,1,1,,4,4,1
117,-180,-1,85,-6,2,FALSE,5-Mar,that ACCIDENT GAVE me a SCARE,SHE WAS AWFULLY,0,0,0,,,0,3,0
118,0,1,171,-3,3,FALSE,14-Jan,the SCARF WAS MADE of SHINY SILK,MIGHT HAVE SAID,0,0,0,0,0,0,5,0
119,-90,-1,90,-6,2,FALSE,6-Aug,the BRIDE WORE a WHITE GOWN,THE BOY WORE A ,0,1,0,0,,1,4,0.25
120,0,-1,16,-3,2,FALSE,22-Feb,the SAND WAS HEAPED in a PILE,THE SAND WAS,1,1,0,0,,2,4,0.5
121,-90,-1,74,-3,0,FALSE,10-Aug,that JOB WAS an EASY TASK,THW JOB WAS AN EASY TASK,1,1,1,1,,4,4,1
122,0,1,161,0,0,TRUE,16-Jan,for DESSERT he HAD APPLE PIE,FOR DESSERT HE HAD APPLE PIE,1,1,1,1,,4,4,1
123,180,1,58,-3,1,FALSE,1-Jun,PLAYING CHECKERS CAN BE FUN,AND WHERE THEY TOUCHED,0,0,0,0,0,0,5,0
124,0,1,192,-6,0,FALSE,1-Jul,you CUT the WOOD against the GRAIN,I AM NOT ASHAMED ABOUT ANYTHING THAT I AM SAYING,0,0,0,,,0,3,0
125,90,1,95,-6,2,FALSE,16-Apr,she WORE a FEATHER in her CAP,HER TWIN BROTHER,0,0,0,,,0,3,0
126,-90,-1,174,0,0,FALSE,3-Mar,we SHIPPED the FURNITURE by TRUCK,WE SHIPPED THE FURNITURE BY TRUCK,1,1,1,,,3,3,1
127,-180,-1,10,0,0,FALSE,12-Jun,RUTH HAD a NECKLACE of GLASS BEADS,RUTH HAD A NECKLACE WITH GLASS BEADS,1,1,1,1,1,5,5,1
128,0,1,158,0,0,FALSE,13-Mar,the SAILOR SWABBED the DECK,THE SAILOR SWABED THE DECK,1,1,1,,,3,3,1
129,0,-1,189,-3,0,TRUE,11-Aug,the SHEPHERD WATCHED his FLOCK of SHEEP,THE SHEPERD WATCHED THE,1,1,0,0,,2,4,0.5
130,0,1,103,-6,2,TRUE,5-Feb,WIPE your GREASY HANDS on the RAG,THE TALL ELEGANT WOMAN THAT COULD HAVE BEEN ANY AGE FROM,0,0,0,0,,0,4,0
131,-180,-1,71,-6,3,FALSE,11-Jan,the WITNESS TOOK a SOLEMN OATH,HE DISCOVERD THAT HE TOO,0,0,0,0,,0,4,0
132,-90,-1,72,-6,3,FALSE,18-Jan,the RUDE REMARK MADE her BLUSH,STAY DOWN,0,0,0,0,,0,4,0
133,90,1,82,-3,0,FALSE,24-Jun,she HATED to VACUUM the RUG,BUBBLING WIDE,0,0,0,,,0,3,0
134,180,1,68,-6,3,FALSE,24-Jul,THROW OUT all this USELESS JUNK,TWO OF THE BIG,0,0,0,0,,0,4,0
135,0,1,73,-3,1,FALSE,18-Apr,SPREAD SOME BUTTER on your BREAD,SLICED,0,0,0,0,,0,4,0
136,0,1,167,0,2,FALSE,13-Jan,the COW GAVE BIRTH to a CALF,THE COW GAVE BIRTH TO A CALF,1,1,1,1,,4,4,1
137,0,-1,142,-6,2,TRUE,12-Aug,DAVID WIPED the SWEAT from his BROW,AS HE REACHED UNDER HIS,0,0,0,0,,0,4,0
138,0,1,43,-3,1,TRUE,5-Jan,LET us DECIDE by TOSSING a COIN,A HALF GROWN PUPPY ,0,0,0,0,,0,4,0
139,0,-1,49,0,3,TRUE,8-Mar,the NURSE GAVE him FIRST AID,THE NERVE,0,0,0,0,,0,4,0
140,-180,-1,63,-3,2,FALSE,15-Mar,the BOY GAVE the FOOTBALL a KICK,THE BOY GAVE,1,1,0,0,,2,4,0.5
141,-90,-1,61,0,0,FALSE,6-Mar,the KING WORE a GOLDEN CROWN,THE KING WORE A GOLDEN CROWN,1,1,1,1,,4,4,1
142,0,1,55,-6,3,FALSE,13-Apr,she MADE the BED with CLEAN SHEETS,THE MAN,0,0,0,0,,0,4,0
143,180,1,151,0,3,FALSE,8-Jun,they FISHED in the BABBLING BROOK,THE FISH IN THE,0,0,0,,,0,3,0
144,-90,-1,48,-3,3,FALSE,4-Feb,UNLOCK the DOOR and TURN the KNOB,HE WAS A RATHER ORDINARY LOOKING MAN,0,0,0,0,,0,4,0
145,-90,-1,135,0,1,FALSE,24-Aug,CUT the MEAT into SMALL CHUNKS,HE CUT THE MEAT IN SMALL CHUNKS,1,1,1,1,,4,4,1
146,180,1,145,0,2,FALSE,4-Mar,my T.V. HAS a TWELVE-INCH SCREEN,MY TV HAS A TWELVE INCH SCREEN,1,1,1,1,,4,4,1
147,0,1,21,0,1,FALSE,22-Jan,we ARE LOST so LET us LOOK at the MAP,WE ARE LOST SO LET US LOOK AT THE MAP,1,1,1,1,1,5,5,1
148,0,-1,29,-6,0,FALSE,5-May,the FIREMAN HEARD her FRIGHTENED SCREAM,THE FIREMAN HEARD HER FRIGHTENING SCREAMS,1,1,0,0,,2,4,0.5
149,-180,-1,180,-3,0,FALSE,7-Aug,i CANNOT GUESS so GIVE me a HINT,HE WAS GOING TO HAVE TO DO,0,0,0,0,,0,4,0
150,-90,-1,77,-6,2,FALSE,7-Feb,PAUL HIT the WATER with a SPLASH,THE BOOK,0,0,0,0,,0,4,0
151,0,1,30,-3,2,TRUE,7-May,the PAPERS WERE HELD by a CLIP,AND ROTTEN EGGS,0,0,0,0,,0,4,0
152,0,-1,198,-3,1,FALSE,1-Aug,my TURTLE WENT into its SHELL,MY TURTLE WENT INTO ITS SHELL,1,1,1,,,3,3,1
153,-180,-1,124,-6,1,FALSE,6-Feb,the WEDDING BANQUET WAS a FEAST,THE WOMAN WENT,0,0,0,0,,0,4,0
154,0,1,36,0,0,TRUE,21-Apr,the SANDAL HAS a BROKEN STRAP,THE SANDAL HAD A BROKEN STRAP,1,0,1,1,,3,4,0.75
155,0,-1,155,-6,0,TRUE,17-Jul,our CAT IS GOOD at CATCHING MICE,TO HELP THE OLD WOMAN,0,0,0,0,0,0,5,0
156,0,-1,137,0,2,FALSE,24-Feb,FOLLOW this ROAD around the BEND,FOLLOW THIS ROAD AROUND THE ,1,1,0,,,2,3,0.666666667
157,90,1,175,0,2,FALSE,15-Jul,JOHNs FRONT TOOTH HAD a CHIP,JOHNS FRONT TOOTH HAD A CHIP,1,1,1,1,1,5,5,1
158,0,1,159,0,3,TRUE,18-May,the HOUSE WAS ROBBED by a THIEF,ENDED IMMEDIATELY,0,0,0,0,,0,4,0
159,-90,-1,126,-3,2,FALSE,21-Jul,AIRMAIL REQUIRES a SPECIAL STAMP,THE CEILING WAS SCORNED AND TORN,0,0,0,0,,0,4,0
160,0,1,127,-3,1,TRUE,15-Jun,the CANDLE BURNED with a BRIGHT FLAME,BUT ,0,0,0,0,,0,4,0
161,90,1,195,-6,1,FALSE,25-Mar,a BICYCLE HAS TWO WHEELS,IS FACTS,0,0,0,0,,0,4,0
162,-180,-1,117,-3,2,FALSE,6-Apr,the DETECTIVES SEARCHED for a CLUE,AND WHAT APPEARED TO BE GREY MUD SPATTERED,0,0,0,,,0,3,0
163,180,1,65,0,0,FALSE,13-Aug,the BAD NEWS CAME as a SHOCK,THE BAD NEWS CAME AS A SHOCK,1,1,1,1,,4,4,1
164,0,1,140,-6,3,TRUE,21-Feb,the DOOR WAS OPENED just a CRACK,MAKE IT EASY ON YOURSELF AND TELL ME WHERE IT IS,0,0,0,0,,0,4,0
165,180,1,22,-6,2,FALSE,11-Mar,USE this SPRAY to KILL the BUGS,BE GLAD YOU ARE A KITTEN AND NOT A MONSTER,0,0,0,0,,0,4,0
166,0,-1,134,-3,2,FALSE,15-Apr,i HAVE GOT a COLD and a SORE THROAT,I LIVE IN THE ,0,0,0,0,0,0,5,0
167,0,1,51,-6,3,FALSE,10-Jun,the CANDLE FLAME MELTED the WAX,ALONGSIDE THE,0,0,0,0,,0,4,0
168,0,-1,47,-6,2,TRUE,9-Mar,she FACED them with a FOOLISH GRIN,ONE SMALLER AND SINISTER,0,0,0,,,0,3,0
169,0,-1,196,0,3,TRUE,14-Jun,the FRUIT WAS SHIPPED in WOODEN CRATES,IN THE LIGHT WOULDNT ,0,0,0,0,0,0,5,0
170,0,1,116,-6,1,FALSE,3-Feb,the NATIVES BUILT a WOODEN HUT,THE GIFTS ,0,0,0,0,,0,4,0
171,0,1,69,0,1,FALSE,4-Apr,your KNEES and your ELBOWS ARE JOINTS,YOUR KNEES AND YOUR ELBOWS ,1,1,0,0,,2,4,0.5
172,-180,-1,53,-3,0,FALSE,16-Aug,a ROSEBUSH HAS PRICKLY THORNS,YOU ARE NOT DUMB,0,0,0,0,,0,4,0
173,90,1,173,0,1,FALSE,10-Mar,WATERMELONS HAVE LOTS of SEEDS,WATERMELONS HAVE LOTS OF SEEDS,1,1,1,1,,4,4,1
174,0,1,4,-3,2,FALSE,25-Jul,the SHIPWRECKED SAILORS BUILT a RAFT,THE SAIL ON THE RAFT,0,0,0,1,,1,4,0.25
175,-180,-1,154,0,1,FALSE,2-Jan,STIR your COFFEE with a SPOON,STIR YOUR COFFEE WITH A SPOON,1,1,1,,,3,3,1
176,0,1,152,-3,3,TRUE,23-Feb,HOUSEHOLD GOODS ARE MOVED in a VAN,BLINDLY ON THE FLOOR,0,0,0,0,0,0,5,0
177,-180,-1,172,-6,0,FALSE,11-Apr,we SAW a FLOCK of WILD GEESE,WE SAW A DOG,1,0,0,0,,1,4,0.25
178,90,1,8,-6,3,FALSE,19-Feb,the CAR DROVE off the STEEP CLIFF,CLIFF,0,0,0,1,,1,4,0.25
179,90,1,50,-3,3,FALSE,14-Jul,i ATE a PIECE of CHOCOLATE FUDGE,LOOSE BLACK JEANS,0,0,0,0,,0,4,0
180,0,-1,109,-6,3,FALSE,18-Mar,the GLASS HAD a CHIP on the RIM,HE CLOCK HAD A CHIP ON THE RIM,0,1,1,1,,3,4,0.75
