,A_Angle,B_Angle_sign,C_Masker,D_SNR,E_Talker,FG_Static,F_Sentence_ID,G_Sentence,H_Response,I_Input_1,J_Input_2,K_Input_3,L_Input_4,M_Input_5,Correct,Total,Percent
16,180,1,33,-6,0,FALSE,6-Aug,the BRIDE WORE a WHITE GOWN,THE BRIDE IS AWAKE NOW ,1,0,0,0,,1,4,0.25
17,0,1,7,-3,3,TRUE,12-Apr,how DID your CAR GET that DENT,WHY YOU ACT LIKE SUCH A BABY,0,0,0,0,,0,4,0
18,0,-1,101,0,1,FALSE,3-May,the MOUSE WAS CAUGHT in the TRAP,THE LIKES CRAMBS ,0,0,0,0,,0,4,0
19,-90,-1,46,-6,1,FALSE,18-Feb,the FLOOD TOOK a HEAVY TOLL,THE BEAUTY OF THE SOLE ,0,0,0,0,,0,4,0
20,0,1,0,-6,1,FALSE,2-Apr,the WORKERS ARE DIGGING a DITCH,THE WORKERS ARE MAKING A DECISION ,1,1,0,0,,2,4,0.5
21,180,1,112,0,1,FALSE,5-Apr,RAISE the FLAG up the POLE,RAISE THE FLAG UP THE POLE ,1,1,1,,,3,3,1
22,0,1,28,-3,0,FALSE,9-Jan,the WAR WAS FOUGHT with ARMORED TANKS,THE FLAG WAS WAY ABOVE HIS HEAD ,0,1,0,0,0,1,5,0.2
23,180,1,49,-3,2,FALSE,11-Feb,the CUSHION WAS FILLED with FOAM,WAS TAKEN HOME ,0,1,0,0,,1,4,0.25
24,-180,-1,170,-3,0,FALSE,23-May,a CHIMPANZEE IS an APE,HE BEG FOR HER TO STAY ,0,0,0,,,0,3,0
25,0,1,57,0,2,FALSE,3-Aug,GREET the HEROES with LOUD CHEERS,GREET THE HEROS WITH LOUD CHEERS ,1,1,1,1,,4,4,1
26,-180,-1,174,-6,2,FALSE,13-Aug,the BAD NEWS CAME as a SHOCK,THE MAN USED AN ANGELS BACK ,0,0,0,0,,0,4,0
27,90,1,24,0,3,FALSE,1-Jul,you CUT the WOOD against the GRAIN,YOU CUT THE WOOD AGAINST THE GRAIN ,1,1,1,,,3,3,1
28,90,1,1,-3,2,FALSE,1-Aug,my TURTLE WENT into its SHELL,HE WAS SO AFRAID TO SHARE ,0,0,0,,,0,3,0
29,0,1,32,-3,3,FALSE,24-Mar,he HIT me with a CLENCHED FIST,IT WAS A HEAVY FEAST ,0,0,0,,,0,3,0
30,0,1,117,0,1,TRUE,16-Feb,the GUESTS WERE WELCOMED by the HOST,THE GRASSHOPER WELCOME BY THE POST ,0,0,0,0,,0,4,0
31,0,-1,71,-6,3,TRUE,12-May,the BOAT SAILED ALONG the COAST,THE DISCOVERED THAT I ,0,0,0,0,,0,4,0
32,180,1,34,0,2,FALSE,7-Jan,HOLD the BABY on your LAP,HOLD THE BABY ON YOUR LAP,1,1,1,,,3,3,1
33,0,1,134,-6,0,FALSE,5-Jun,the SLEEPY CHILD TOOK a NAP,DO YOU MIND IF I TAKE OFF ,0,0,0,0,,0,4,0
34,90,1,196,-6,1,FALSE,14-Apr,the TEAM WAS TRAINED by their COACH,THE BOAT FLEW BY THE COAST ,0,0,0,0,,0,4,0
35,0,-1,123,-3,3,TRUE,8-Aug,our SEATS WERE in the SECOND ROW,A GENTLE BREESE ,0,0,0,0,,0,4,0
36,180,1,193,0,0,FALSE,12-Jul,the COOKIES WERE KEPT in a JAR,THE COOKIES WERE KEEP IN A JAR ,1,1,0,1,,3,4,0.75
37,90,1,29,0,2,FALSE,4-Jul,PAUL TOOK a BATH in the TUB,THE DOG TOOK A BATH IN THE TUB ,0,1,1,1,,3,4,0.75
38,0,1,72,-3,3,FALSE,24-May,the BANDITS ESCAPED from JAIL,THE MAN FLEW FOR THE SEA ,0,0,0,,,0,3,0
39,90,1,115,-3,0,FALSE,14-Jun,the FRUIT WAS SHIPPED in WOODEN CRATES,THE FRUIT WAS KEEPED WELL REFRIGERATED ,1,1,0,0,0,2,5,0.4
40,90,1,180,-6,3,FALSE,16-Jan,for DESSERT he HAD APPLE PIE,DO NOT LET THE ALBUM FLY BY ,0,0,0,0,,0,4,0
41,0,-1,93,-3,0,TRUE,14-Mar,he TOSSED the DROWNING MAN a ROPE,SHE PAUSED IN THE DARK ,0,0,0,0,,0,4,0
42,180,1,168,-6,3,FALSE,10-Feb,the CIGARETTE SMOKE FILLED his LUNGS,THERE WAS SMOKE IN THE STARS ,0,1,0,0,,1,4,0.25
43,0,1,182,0,1,TRUE,2-Jun,the DOCTOR CHARGED a LOW FEE,THE DARKER CHARGED A LOW FEE ,0,1,1,1,,3,4,0.75
44,180,1,78,-3,3,FALSE,16-Aug,a ROSEBUSH HAS PRICKLY THORNS,HE LOVES TO SAY THE WORDS ,0,0,0,0,,0,4,0
45,0,1,19,-6,0,FALSE,20-Jun,the BURGLAR ESCAPED with the LOOT,THE BIRD WAS LET LOOSE ,0,0,0,,,0,3,0
46,0,-1,91,-6,1,TRUE,17-Jan,the BEER DRINKERS RAISED their MUGS,NOBODY LIVES THERE ,0,0,0,0,,0,4,0
47,0,-1,176,0,1,FALSE,25-Mar,a BICYCLE HAS TWO WHEELS,A BIYCICLE WAS TWO WHEELS ,1,0,1,1,,3,4,0.75
48,0,-1,70,-3,1,FALSE,15-Jul,JOHNs FRONT TOOTH HAD a CHIP,THE SHOTS SCARED THE SHEEP ,0,0,0,0,0,0,5,0
49,0,-1,95,-6,0,FALSE,2-Feb,the WATCHDOG GAVE a WARNING GROWL,THE WATCH DOG WAS GOING AROUND ,1,0,0,0,,1,4,0.25
50,0,-1,92,-3,1,TRUE,22-Jul,the BOTTLE WAS SEALED with a CORK,MY LIPS ARE SEALED ,0,0,1,0,,1,4,0.25
51,0,1,184,0,3,FALSE,4-Jan,the OLD TRAIN WAS POWERED by STEAM,NO TRAIN WAS POWERED BY SEA ,0,1,1,1,0,3,5,0.6
52,180,1,149,0,3,FALSE,15-May,the HEAVY RAINS CAUSED a FLOOD,THE RAIN CAUSED THE FLOOD ,0,1,1,1,,3,4,0.75
53,90,1,135,-3,1,FALSE,6-Apr,the DETECTIVES SEARCHED for a CLUE,THE DETECTIVES SEARCHED FOR A CLUE ,1,1,1,,,3,3,1
54,0,1,142,-6,0,TRUE,8-Jan,the DOG CHEWED on a BONE,HAVE YOU EVER TRIED TO GET TO YOUR FEET ,0,0,0,,,0,3,0
55,-90,-1,116,-6,2,FALSE,5-Mar,that ACCIDENT GAVE me a SCARE,THE ACCIDENT MADE PEOPLE SCARED ,1,0,0,,,1,3,0.333333333
56,180,1,139,-6,3,FALSE,3-Feb,the NATIVES BUILT a WOODEN HUT,THE HAIR ,0,0,0,0,,0,4,0
57,90,1,181,0,3,FALSE,10-Jul,"to OPEN the JAR, TWIST the LID",BEFORE OPENING THE JAR REMOVE THE LID ,0,1,0,1,,2,4,0.5
58,-180,-1,60,-3,3,FALSE,5-Jul,MAPLE SYRUP is MADE from SAP,MAPLE SYRUP SHOULD NOT BE SOUR ,1,1,0,0,,2,4,0.5
59,0,-1,10,0,3,TRUE,5-May,the FIREMAN HEARD her FRIGHTENED SCREAM,THE FIRE MADE EVERYONE SCREAM,0,0,0,1,,1,4,0.25
60,0,-1,8,-6,2,TRUE,3-Mar,we SHIPPED the FURNITURE by TRUCK,SHE WATCH THE CAR ,0,0,0,,,0,3,0
61,0,1,52,-3,3,TRUE,20-Feb,the POLICEMEN CAPTURED the CROOK,YET SOMETHING WAS GOING ON ,0,0,0,,,0,3,0
62,0,-1,79,0,1,TRUE,20-Apr,the LION GAVE an ANGRY ROAR,I SUPPOSED IT DEPENDS ON WHAT YOU LOOK AT ,0,0,0,0,,0,4,0
63,-90,-1,148,-6,1,FALSE,9-Mar,she FACED them with a FOOLISH GRIN,I WILL GIVE YOU THE FORCE YOU NEED ,0,0,0,,,0,3,0
64,-90,-1,56,0,0,FALSE,7-Feb,PAUL HIT the WATER with a SPLASH,PAUL HIT THE WATER WITH A SPLASH ,1,1,1,1,,4,4,1
65,-180,-1,53,-6,0,FALSE,12-Jan,they TRACKED the LION to his DEN,TONY ASKED IF YOU ARE STAYING ,0,0,0,,,0,3,0
66,180,1,39,-3,0,FALSE,3-Jan,the PLOW WAS PULLED by an OX,THE FLOWER WENT TO BED AT LAST ,0,0,0,0,,0,4,0
67,-90,-1,2,-3,1,FALSE,11-Apr,we SAW a FLOCK of WILD GEESE,BIRD FLEW ACROSS THE SEA ,0,0,0,0,,0,4,0
68,0,-1,155,-3,1,FALSE,20-Jul,his BOSS MADE him WORK like a SLAVE,THE BOSS WANT EVERYONE WORKING SAFE ,1,0,0,0,,1,4,0.25
69,180,1,177,0,3,FALSE,15-Aug,the DROWNING MAN LET OUT a YELL,THE STRONG MEN MOWNED THE LAWN ,0,0,0,0,0,0,5,0
70,0,1,43,-6,0,FALSE,14-May,CUT a PIECE of MEAT from the ROAST,HAD A LITTLE PEICE FROM THE ROSE ,0,1,0,0,,1,4,0.25
71,0,-1,77,0,0,FALSE,23-Jun,on the BEACH we PLAY in the SAND,ON HE BEACH WE PLAY IN THE SAND ,1,1,1,,,3,3,1
72,-90,-1,129,0,3,FALSE,23-Apr,her ENTRY SHOULD WIN FIRST PRIZE,ENTRY SHOULD WIN THE FIRST PRICE ,1,1,1,1,0,4,5,0.8
73,180,1,105,-6,0,FALSE,17-Jun,we GOT DRUNK in the LOCAL BAR,WE ARE THINKING OF GOING TO THE BAR ,0,0,0,1,,1,4,0.25
74,0,1,172,-6,3,TRUE,13-Apr,she MADE the BED with CLEAN SHEETS,WE DID NOT IMAGINE THE GOLD ,0,0,0,0,,0,4,0
75,0,1,21,0,2,FALSE,9-Feb,BOB STOOD with his HANDS on his HIPS,BOB STOOD WITH HIS HANDS ON HIS HIPS ,1,1,1,1,,4,4,1
76,0,-1,137,-3,3,TRUE,2-Jan,STIR your COFFEE with a SPOON,THE OTHER GUARDIANS OF THE BOOK ,0,0,0,,,0,3,0
77,0,1,74,0,3,TRUE,15-Apr,i HAVE GOT a COLD and a SORE THROAT,I HAVE HAD A COLD AND SORE THROAT ,1,0,1,1,1,4,5,0.8
78,-180,-1,195,-3,1,FALSE,11-Mar,USE this SPRAY to KILL the BUGS,HER BUSINESS PAYED ALL OF US ,0,0,0,0,,0,4,0
79,180,1,124,0,1,FALSE,18-Apr,SPREAD SOME BUTTER on your BREAD,SPREAD SOME BUTTER ON YOUR BREAD ,1,1,1,1,,4,4,1
80,0,1,61,-3,3,FALSE,15-Feb,she SHORTENED the HEM of her SKIRT,SHE HAVES WITH UNCERTAINTY ,0,0,0,,,0,3,0
81,-90,-1,30,-6,0,FALSE,8-Apr,TREE TRUNKS ARE COVERED with BARK,SHE TOUCHED WOOD AT THE PARK ,0,0,0,0,0,0,5,0
82,0,-1,152,-6,1,FALSE,1-Jun,PLAYING CHECKERS CAN BE FUN,PLAYING CHEAKERS CAN BE FUN ,1,1,1,1,1,5,5,1
83,-90,-1,99,-3,2,FALSE,19-Jan,we HEARD the TICKING of the CLOCK,NEW THE DIFFERENCE ,0,0,0,,,0,3,0
84,-90,-1,36,-3,3,FALSE,22-Jan,we ARE LOST so LET us LOOK at the MAP,WE ARE LOST WITH THE MAP,1,1,0,0,1,3,5,0.6
85,-180,-1,120,-6,2,FALSE,6-Mar,the KING WORE a GOLDEN CROWN,THE OCEAN WATER WAS WARM ,0,0,0,0,,0,4,0
86,0,1,141,-3,2,TRUE,21-Aug,BOB WAS CUT by the JACKKNIFEs BLADE,THE GATE WAS OPENED ,0,1,0,0,0,1,5,0.2
87,0,-1,100,-6,3,FALSE,24-Jun,she HATED to VACUUM the RUG,THE GOT THE COURAGE TO RUN ,0,0,0,,,0,3,0
88,90,1,63,-6,0,FALSE,4-Apr,your KNEES and your ELBOWS ARE JOINTS,YOUR NIECE LIKES TO READ ,0,0,0,0,,0,4,0
89,90,1,191,0,0,FALSE,19-Mar,her CIGARETTE HAD a LONG ASH,THE FIRE HAD A LONG ASH ,0,1,1,1,,3,4,0.75
90,-180,-1,198,-3,1,FALSE,11-Jul,TIGHTEN the BELT by a NOTCH,THIGHTEN THE BUTTON WITH A NOT ,1,0,0,,,1,3,0.333333333
91,0,-1,157,0,0,FALSE,16-Mar,the STORM BROKE the SAILBOATs MAST,THE STORM BROKE THE SAIL BOATS MASS ,1,1,1,0,,3,4,0.75
92,0,-1,4,-6,1,TRUE,24-Apr,the AIRPLANE DROPPED a BOMB,UNDERTAKING MAPS ,0,0,0,,,0,3,0
93,0,-1,94,-3,0,FALSE,3-Apr,the DUCK SWAM with the WHITE SWAN,THEY SWAM IN THE WATER ,0,1,0,0,,1,4,0.25
94,0,1,110,0,0,TRUE,4-May,the AIRPLANE WENT into a DIVE,THE AIR FLEW WITH THE SKY ,0,0,0,,,0,3,0
95,-180,-1,178,0,3,FALSE,19-Feb,the CAR DROVE off the STEEP CLIFF,THE CAR DROVE OFF THE STIFF CLIF ,1,1,0,1,,3,4,0.75
96,0,1,151,0,3,TRUE,6-Jun,"instead of a FENCE, PLANT a HEDGE",SAW THE FENCE BY THE BAR ,1,0,0,,,1,3,0.333333333
97,180,1,47,-3,2,FALSE,12-Aug,DAVID WIPED the SWEAT from his BROW,THE NOISE WAS SUPER LOUD ,0,0,0,0,,0,4,0
98,180,1,108,-6,0,FALSE,22-Jun,the BLOODHOUND FOLLOWED the TRAIL,MRS MURRAY ,0,0,0,,,0,3,0
99,90,1,55,-3,0,FALSE,7-Mar,the GIRL SWEPT the FLOOR with a BROOM,THE GIRL SWEEP THE FLOOR WITH A BRUME,1,0,1,1,,3,4,0.75
100,0,1,114,-6,2,FALSE,24-Jan,my SON HAS a DOG for a PET,THE MAND LAYED SOFT ,0,0,0,0,,0,4,0
101,-180,-1,67,0,2,FALSE,21-Mar,the LONELY BIRD SEARCHED for its MATE,THE LONELY BIRD STAYED IN THE CENTER ,1,1,0,0,,2,4,0.5
102,90,1,89,0,2,FALSE,10-Apr,RUTH POURED herself a CUP of TEA,THE MAN POURED HIMSELF A CUP OF TEA ,0,1,1,1,,3,4,0.75
103,0,1,62,-6,0,TRUE,15-Jun,the CANDLE BURNED with a BRIGHT FLAME,THERE WAS HERE MOTHER ,0,0,0,0,,0,4,0
104,0,1,97,0,0,FALSE,21-May,the RANCHER ROUNDED UP his HERD,THE RANGER ROUNDED UP HIS HEARD ,0,1,1,1,,3,4,0.75
105,0,-1,106,-3,2,TRUE,13-Jun,the SINGER WAS MOBBED by her FANS,IN THE CORNER OF HER EYES ,0,0,0,0,,0,4,0
106,-90,-1,31,-6,3,FALSE,14-Jan,the SCARF WAS MADE of SHINY SILK,SHE SWAM ACROSS THE GENESEE ,0,0,0,0,0,0,5,0
107,0,-1,26,-3,1,FALSE,19-Jul,how LONG CAN you HOLD your BREATH,HOW LONG CAN YOU GO WITHOUT BREATH ,1,1,0,1,,3,4,0.75
108,180,1,167,-3,2,FALSE,16-Apr,she WORE a FEATHER in her CAP,THE WORDS TO TURN ON THE LAMP,0,0,0,,,0,3,0
109,180,1,102,-6,2,FALSE,9-May,the FUR COAT WAS MADE of MINK,THE BACK OF HIS THROAT ,0,0,0,0,0,0,5,0
110,0,1,58,0,0,TRUE,2-Mar,how MUCH CAN I BUY for a DIME,HOW MUCH CAN I BY FOR A DIME ,1,1,1,1,1,5,5,1
111,0,-1,86,0,1,FALSE,9-Jun,the WIDOWs SOB EXPRESSED her GRIEF,THE WIDOWED SON EXPRESSED HER GRIEF ,0,0,1,1,,2,4,0.5
112,90,1,41,0,3,FALSE,7-Jun,DROP the COIN through the SLOT,SPOT THE CORN THROUGH THE SLOT ,0,0,1,,,1,3,0.333333333
113,90,1,59,-3,2,FALSE,9-Apr,the MEAT from a PIG IS CALLED PORK,THE MEAT FROM THE PIGS ARE PORK ,1,0,0,0,1,2,5,0.4
114,-90,-1,54,-6,0,FALSE,18-Aug,the RAILROAD TRAIN RAN off the TRACK,THE RAIN WAVED OFF THE TRACK ,0,0,0,1,,1,4,0.25
115,0,-1,66,-3,0,TRUE,20-Mar,the SOUP WAS SERVED in a BOWL,DOWNSTAIRS TO ,0,0,0,0,,0,4,0
116,0,1,12,-6,0,TRUE,8-Jun,they FISHED in the BABBLING BROOK,MOTHER CAN TALK ABOUT HIM IN A NATURAL WAY ,0,0,0,,,0,3,0
117,0,1,154,-3,2,FALSE,25-Jul,the SHIPWRECKED SAILORS BUILT a RAFT,GO FOR SAFETY ,0,0,0,0,,0,4,0
118,0,-1,132,-6,3,FALSE,8-May,the CHICKS FOLLOWED the MOTHER HEN,THE DUCKS FOLLOWED THE MOTHER IN ,0,1,1,0,,2,4,0.5
119,-180,-1,96,0,0,FALSE,17-May,LET us INVITE the WHOLE GANG,LET US INVITE THE WHOLE GANG ,1,1,1,1,,4,4,1
120,0,-1,25,-6,2,TRUE,16-Jul,at BREAKFAST he DRANK SOME JUICE,FREEDOM ACROSS HIS CHEST ,0,0,0,0,,0,4,0
121,0,1,5,0,1,FALSE,17-Mar,MR. BROWN CARVED the ROAST BEEF,MR BROWN CARVED ROASTED BEEF ,1,1,1,0,1,4,5,0.8
122,90,1,22,-3,1,FALSE,18-Jan,the RUDE REMARK MADE her BLUSH,THE REUNION WAS GREAT ,0,0,0,0,,0,4,0
123,0,1,121,-3,2,FALSE,17-Jul,our CAT IS GOOD at CATCHING MICE,A CATCHER WENT TO BASE ,0,0,0,0,0,0,5,0
124,0,-1,73,-3,2,TRUE,3-Jun,the GAMBLER LOST the BET,ACROSS THE ROOM ,0,0,0,,,0,3,0
125,180,1,165,0,2,FALSE,25-Jun,FOOTBALL IS a DANGEROUS SPORT,FOOTBALL IS A DANGEROUS SPORT ,1,1,1,1,,4,4,1
126,90,1,150,0,0,FALSE,16-Jun,we SWAM at the BEACH at HIGH TIDE,THE BOAT WAS AT HIGH TIDE ,0,0,1,1,,2,4,0.5
127,180,1,13,-3,0,FALSE,9-Jul,a BEAR HAS a THICK COAT of FUR,THE FARTHEST STAR ,0,0,0,0,0,0,5,0
128,0,1,183,-6,2,FALSE,15-Jan,the SUPER HIGHWAY HAS SIX LANES,PARKED IN THE SKY ,0,0,0,0,0,0,5,0
129,-180,-1,146,-6,1,FALSE,2-May,to STORE his WOOD he BUILT a SHED,THE ANIMALS STAYED IN THE SHED ,0,0,0,1,,1,4,0.25
130,90,1,140,-6,3,FALSE,4-Mar,my T.V. HAS a TWELVE-INCH SCREEN,ARE YOU ALRIGHT ,0,0,0,0,,0,4,0
131,0,-1,88,0,3,TRUE,7-Jul,the THREAD WAS WOUND on a SPOOL,THEY REST BY THE POOL ,0,0,0,0,,0,4,0
132,180,1,45,-6,1,FALSE,23-Feb,HOUSEHOLD GOODS ARE MOVED in a VAN,THE HOUSE WAS IN A GOOD CONDITION ,0,0,0,0,0,0,5,0
133,0,-1,17,0,2,TRUE,14-Jul,i ATE a PIECE of CHOCOLATE FUDGE,I EAT A PIECE OF COLD CUTS ,0,1,0,0,,1,4,0.25
134,90,1,192,0,2,FALSE,24-Aug,CUT the MEAT into SMALL CHUNKS,CUT THE MEAT INTO SMALL SCHUNKS ,1,1,1,1,,4,4,1
135,0,-1,48,-3,1,TRUE,23-Jan,no one WAS INJURED in the CRASH,HE LOVED THE BRIDE ,0,0,0,,,0,3,0
136,90,1,186,-3,2,FALSE,10-Aug,that JOB WAS an EASY TASK,THAT WAS A DIFFICULT TASK ,0,1,0,1,,2,4,0.5
137,180,1,98,-3,1,FALSE,18-Jul,the STALE BREAD WAS COVERED with MOLD,THE FLAG WAS AROUND THE POLES ,0,0,1,0,0,1,5,0.2
138,0,-1,38,0,2,FALSE,17-Apr,the BREAD WAS MADE from WHOLE WHEAT,THE BREAD WAS MADE FROM WHOLE WHEAT ,1,1,1,1,1,5,5,1
139,0,1,163,-6,1,FALSE,15-Mar,the BOY GAVE the FOOTBALL a KICK,THE BOY ENTERED A FOOTBALL LEAGUE ,1,0,1,0,,2,4,0.5
140,-90,-1,27,-6,0,FALSE,21-Jan,MARY WORE her HAIR in BRAIDS,I WANT WATER IN HER BRAISE ,0,0,0,0,,0,4,0
141,0,1,190,-3,0,FALSE,21-Feb,the DOOR WAS OPENED just a CRACK,THE STORE WAS JUST ALONG THE WAY ,0,1,0,0,,1,4,0.25
142,0,-1,87,-6,3,TRUE,10-Jan,they DRANK a WHOLE BOTTLE of GIN,WITH SULFER ,0,0,0,0,,0,4,0
143,-180,-1,75,0,1,FALSE,14-Aug,a SPOILED CHILD IS a BRAT,THE SPOILED CHILD IS A BRAT ,1,1,1,1,,4,4,1
144,-90,-1,164,-3,1,FALSE,10-Jun,the CANDLE FLAME MELTED the WAX,THE CANDLE BURNED THE PLASTIC WASTE ,1,0,0,0,,1,4,0.25
145,0,-1,136,-6,1,TRUE,20-Jan,he KILLED the DRAGON with his SWORD,THE CANDLE ,0,0,0,,,0,3,0
146,0,1,3,0,0,TRUE,7-Aug,i CANNOT GUESS so GIVE me a HINT,THE WEATHER ,0,0,0,0,,0,4,0
147,180,1,14,-3,2,FALSE,6-Jul,they PLAYED a GAME of CAT and MOUSE,THE CAT TRIED TO CATCH THE MOUSE ,0,0,1,1,,2,4,0.5
148,0,-1,23,-3,2,FALSE,17-Feb,the SHIPs CAPTAIN SUMMONED his CREW,SHE WAS SOMETIMES RUDE ,0,0,0,0,,0,4,0
149,-180,-1,156,-6,3,FALSE,25-Feb,the FARMER BALED the HAY,DARK SPOTS IN THE RAINBOW ,0,0,0,,,0,3,0
150,90,1,185,0,1,FALSE,6-May,he WIPED the SINK with a SPONGE,HE WIPPED THE SINK WITH A SPONGE ,1,1,1,,,3,3,1
151,0,-1,144,-6,2,FALSE,1-Mar,KILL the BUGS with this SPRAY,THE SISTER BRIDE WITH A STANK ,0,0,0,,,0,3,0
152,0,-1,109,0,2,FALSE,7-May,the PAPERS WERE HELD by a CLIP,THE PAPERS WERE HELD BY A CLIP ,1,1,1,1,,4,4,1
153,0,-1,194,-3,1,TRUE,10-May,the BOY TOOK SHELTER in a CAVE,BEING SARCASTIC,0,0,0,0,,0,4,0
154,180,1,143,0,2,FALSE,19-Aug,my JAW ACHES when I CHEW GUM,MY JAW AICHES WHEN I SCHEW GUM,1,1,1,1,1,5,5,1
155,90,1,125,-6,2,FALSE,19-Apr,the CABIN WAS MADE of LOGS,HE CLEANED THE LAWN,0,0,0,0,,0,4,0
156,0,1,131,0,3,FALSE,6-Jan,the DOCTOR PRESCRIBED the DRUG,THE DOCTOR PRESCRIBED THE DRUG ,1,1,1,,,3,3,1
157,90,1,42,0,0,FALSE,25-Apr,a ZEBRA HAS BLACK and WHITE STRIPES,A ZEBRA HAS BLACK AND WHITE STRIPES ,1,1,1,1,1,5,5,1
158,180,1,130,0,1,FALSE,24-Jul,THROW OUT all this USELESS JUNK,ALL THE REASONS STUNK ,0,0,0,0,,0,4,0
159,0,1,147,0,1,TRUE,8-Feb,the DUCKS SWAM around on the POND,THE DUCKS SWAM AROUND ON THE POND ,1,1,1,,,3,3,1
160,0,-1,119,-3,2,FALSE,12-Feb,RUTH POURED the WATER down the DRAIN,THE WATER HAD A STRAIN ,0,0,1,0,,1,4,0.25
161,0,-1,65,-6,3,TRUE,5-Feb,WIPE your GREASY HANDS on the RAG,TURN HIS PAWS ,0,0,0,0,,0,4,0
162,-180,-1,128,-3,3,FALSE,11-Aug,the SHEPHERD WATCHED his FLOCK of SHEEP,THE SON WALKED THE SHEEP ,0,0,0,1,,1,4,0.25
163,0,1,44,-3,1,TRUE,13-Feb,this NOZZLE SPRAYS a FINE MIST,HE WAS GOING TO THROW UP ,0,0,0,0,,0,4,0
164,90,1,127,-3,3,FALSE,5-Jan,LET us DECIDE by TOSSING a COIN,THE SIDE WATCHED ,0,0,0,0,,0,4,0
165,90,1,90,-6,1,FALSE,22-Mar,please WIPE your FEET on the MAT,PLEASE DONT PUT YOUR FEET IN THE MAT ,0,1,1,,,2,3,0.666666667
166,180,1,83,-6,1,FALSE,8-Jul,the CROOK ENTERED a GUILTY PLEA,THE INJURY MADE HIM BLEED ,0,0,0,0,,0,4,0
167,0,-1,68,-6,3,FALSE,7-Apr,the STEAMSHIP LEFT on a CRUISE,THE SHEEP WERE LEFT LOOSE ,0,1,0,,,1,3,0.333333333
168,180,1,189,-3,1,FALSE,22-Feb,the SAND WAS HEAPED in a PILE,THE SAND WAS ON STANDBY,1,1,0,0,,2,4,0.5
169,-180,-1,85,-6,2,FALSE,8-Mar,the NURSE GAVE him FIRST AID,THE NURSE GAVE HIM ,1,1,0,0,,2,4,0.5
170,0,1,187,0,2,TRUE,3-Jul,his PANTS WERE HELD up by a BELT,THE GLASSES WITH THE ARM ,0,0,0,0,,0,4,0
171,0,-1,153,0,0,FALSE,18-Jun,a TERMITE LOOKS like an ANT,A TURMITE LOOKS LIKE AN ANT ,1,1,1,,,3,3,1
172,-90,-1,6,0,1,FALSE,6-Feb,the WEDDING BANQUET WAS a FEAST,THE WEDDING BREAFAST WAS A FEAST ,1,0,1,1,,3,4,0.75
