,A_Angle,B_Angle_sign,C_Masker,D_SNR,E_Talker,FG_Static,F_Sentence_ID,G_Sentence,H_Response,I_Input_1,J_Input_2,K_Input_3,L_Input_4,M_Input_5,Correct,Total,Percent
59,0,1,161,0,0,TRUE,18-Feb,the FLOOD TOOK a HEAVY TOLL,TOOK A HEAVY TOLL,0,1,1,1,,3,4,0.75
60,0,1,186,0,3,TRUE,18-Mar,the GLASS HAD a CHIP on the RIM,ON THE RIM,0,0,0,1,,1,4,0.25
61,0,1,171,0,2,FALSE,13-Jun,the SINGER WAS MOBBED by her FANS,THE SINGER WAS MOBBED BY HER FANS,1,1,1,1,,4,4,1
62,-180,-1,156,-6,1,FALSE,25-Mar,a BICYCLE HAS TWO WHEELS,THE HAD A RACE,0,0,0,0,,0,4,0
63,180,1,119,-3,1,FALSE,25-Jun,FOOTBALL IS a DANGEROUS SPORT,FOOTBALL IS A DANGEROUS SPORT,1,1,1,1,,4,4,1
64,-180,-1,92,0,0,FALSE,14-Apr,the TEAM WAS TRAINED by their COACH,THE TEAM WAS TRAINED BY THEIR COACH,1,1,1,1,,4,4,1
65,0,-1,109,-3,1,FALSE,18-Jun,a TERMITE LOOKS like an ANT,A TERMITE LOOKS LIKE AN ANT,1,1,1,,,3,3,1
66,90,1,23,-6,1,FALSE,4-Jun,GET the BREAD and CUT me a SLICE,GET THE BREAD AND CUT ME A SLICE,1,1,1,1,,4,4,1
67,-90,-1,29,-3,1,FALSE,17-Jan,the BEER DRINKERS RAISED their MUGS,THE BLUE GUY RAISED A GLASS,0,0,1,0,,1,4,0.25
68,0,-1,149,-6,2,TRUE,7-Feb,PAUL HIT the WATER with a SPLASH,WARRANTS ME ,0,0,0,0,,0,4,0
69,0,1,144,-6,2,FALSE,10-Jan,they DRANK a WHOLE BOTTLE of GIN,COLD WATER FOR JAKE,0,0,0,0,,0,4,0
70,-90,-1,125,0,3,FALSE,5-Jan,LET us DECIDE by TOSSING a COIN,LET US DECIDE BY TOSSING A COIN,1,1,1,1,,4,4,1
71,0,1,54,-3,1,TRUE,13-Mar,the SAILOR SWABBED the DECK,THE SINGERS WALKED BACK,0,0,0,,,0,3,0
72,-180,-1,167,0,2,FALSE,8-Mar,the NURSE GAVE him FIRST AID,THE NURSE GAVE ME FIRST AID,1,1,1,1,,4,4,1
73,0,1,108,-3,1,TRUE,16-Feb,the GUESTS WERE WELCOMED by the HOST,FURS,0,0,0,0,,0,4,0
74,0,1,141,-6,3,TRUE,19-Jun,the SICK CHILD SWALLOWED the PILL,THE FOLLOWED ME,0,0,0,0,,0,4,0
75,-90,-1,79,0,3,FALSE,10-May,the BOY TOOK SHELTER in a CAVE,THE BOY TOOK SHELTER IN THE CAVE,1,1,1,1,,4,4,1
76,180,1,115,-6,3,FALSE,7-Jun,DROP the COIN through the SLOT,THE HORN LOST US ,0,0,0,,,0,3,0
77,0,-1,40,-3,2,FALSE,17-Mar,MR. BROWN CARVED the ROAST BEEF,CARVE THE  ROAST BEEF ,0,0,0,1,1,2,5,0.4
78,0,1,106,-6,3,FALSE,12-Apr,how DID your CAR GET that DENT,HOW LONG WILL IT TAKE,0,0,0,0,,0,4,0
79,-90,-1,47,-3,2,FALSE,6-Jan,the DOCTOR PRESCRIBED the DRUG,THE DOCTOR PRESCRIBED THE DRUGS,1,1,0,,,2,3,0.666666667
80,0,-1,66,0,2,TRUE,16-Jul,at BREAKFAST he DRANK SOME JUICE,AT BREAKFAST HE DRANK SOME JUICE,1,1,1,1,,4,4,1
81,0,-1,84,0,2,FALSE,5-Feb,WIPE your GREASY HANDS on the RAG,WIPE THOSE GREASY HANDS ON A RAG,1,1,1,1,,4,4,1
82,90,1,104,-6,2,FALSE,22-Jun,the BLOODHOUND FOLLOWED the TRAIL,THE BLOODHOUND FOLLOWED THE TRAIL,1,1,1,,,3,3,1
83,-180,-1,67,-3,3,FALSE,8-Apr,TREE TRUNKS ARE COVERED with BARK,TO THE BAR ,0,0,0,0,0,0,5,0
84,-90,-1,175,-6,0,FALSE,10-Mar,WATERMELONS HAVE LOTS of SEEDS,WALKING,0,0,0,0,,0,4,0
85,0,-1,13,-3,3,FALSE,12-Feb,RUTH POURED the WATER down the DRAIN,ROY TOOK THE BOY TO THE RIN,0,0,0,0,,0,4,0
86,0,-1,43,-3,0,TRUE,7-Mar,the GIRL SWEPT the FLOOR with a BROOM,THE GIRLS HAD A PUPPY ,0,0,0,0,,0,4,0
87,0,1,151,0,2,TRUE,15-Apr,i HAVE GOT a COLD and a SORE THROAT,I HAVE A COLD AND A SORE ,1,0,1,1,0,3,5,0.6
88,-90,-1,93,0,0,FALSE,24-Jan,my SON HAS a DOG for a PET,MY SON HAS A DOG FOR A PET,1,1,1,1,,4,4,1
89,-180,-1,138,-6,0,FALSE,12-Aug,DAVID WIPED the SWEAT from his BROW,TELL HIM TO WIPE HIS NOW ,0,0,0,0,,0,4,0
90,0,-1,49,-6,1,TRUE,24-Mar,he HIT me with a CLENCHED FIST,ERS,0,0,0,,,0,3,0
91,180,1,15,0,2,FALSE,6-May,he WIPED the SINK with a SPONGE,HE WIPES THE SINK WITH A SPONGE,0,1,1,,,2,3,0.666666667
92,-180,-1,196,-3,2,FALSE,21-May,the RANCHER ROUNDED UP his HERD,THE RAT TOOK HIS CHEESE TO WORK,0,0,0,0,,0,4,0
93,0,-1,113,-6,0,FALSE,7-Aug,i CANNOT GUESS so GIVE me a HINT,I CANNOT GUESS SO PLEASE,1,1,0,0,,2,4,0.5
94,0,-1,75,0,3,FALSE,3-Jan,the PLOW WAS PULLED by an OX,THE BOX WAS PULLED BY AN OX,0,1,1,1,,3,4,0.75
95,-90,-1,126,-3,3,FALSE,21-Jun,he RODE off in a CLOUD of DUST,THE ,0,0,0,,,0,3,0
96,0,1,73,0,2,TRUE,24-Jul,THROW OUT all this USELESS JUNK,THROW OUT ALL THIS USELESS JUNK,1,1,1,1,,4,4,1
97,-180,-1,12,-3,2,FALSE,7-Apr,the STEAMSHIP LEFT on a CRUISE,THE SLEEPING SHIP HAD HOLES ,0,0,0,,,0,3,0
98,0,1,155,-3,3,FALSE,18-Aug,the RAILROAD TRAIN RAN off the TRACK,THE ROUND BALL ROLLED OFF THE TRACK,0,0,0,1,,1,4,0.25
99,180,1,180,0,0,FALSE,3-Mar,we SHIPPED the FURNITURE by TRUCK,WE SHIPPED THE FURNITURE BY TRUCK,1,1,1,,,3,3,1
100,-180,-1,127,-6,2,FALSE,19-Apr,the CABIN WAS MADE of LOGS,THE CAR HAD A FALL,0,0,0,0,,0,4,0
101,90,1,1,0,1,FALSE,4-Feb,UNLOCK the DOOR and TURN the KNOB,LOCK THE DOOR AND TURN THE KNOB,0,1,1,1,,3,4,0.75
102,0,1,31,-6,2,FALSE,13-Apr,she MADE the BED with CLEAN SHEETS,CUT THE CHEESE,0,0,0,0,,0,4,0
103,0,-1,164,-3,2,TRUE,18-May,the HOUSE WAS ROBBED by a THIEF,HOUSE HAD TWICE,1,0,0,0,,1,4,0.25
104,0,-1,120,-6,1,TRUE,2-Jan,STIR your COFFEE with a SPOON,,0,0,0,,,0,3,0
105,0,-1,46,0,2,FALSE,25-Jul,the SHIPWRECKED SAILORS BUILT a RAFT,THE SHIPWRECKED SAILORS BUILT A RAFT ,1,1,1,1,,4,4,1
106,-90,-1,28,-6,1,FALSE,3-Feb,the NATIVES BUILT a WOODEN HUT,THE GIRLS BUILT A YACHT ,0,1,0,0,,1,4,0.25
107,90,1,39,-3,0,FALSE,22-Apr,he IS EMPLOYED by a LARGE FIRM,HE IS ANNOYED BY A LARGE SLURP,1,0,1,0,,2,4,0.5
108,90,1,81,-6,3,FALSE,20-Jun,the BURGLAR ESCAPED with the LOOT,LOSE,0,0,0,,,0,3,0
109,0,-1,96,0,1,TRUE,6-Jun,"instead of a FENCE, PLANT a HEDGE",A HEDGE,0,0,1,,,1,3,0.333333333
110,0,1,107,0,0,FALSE,20-Feb,the POLICEMEN CAPTURED the CROOK,THE POLICEMAN CAPTURED THE CROOK,0,1,1,,,2,3,0.666666667
111,-90,-1,42,0,0,FALSE,10-Jul,"to OPEN the JAR, TWIST the LID",TO OPEN THE JAR TWIST UP THE LID ,1,1,1,1,,4,4,1
112,0,1,179,-6,0,FALSE,2-May,to STORE his WOOD he BUILT a SHED,TO STORE HIS WOOD HE BUILT A SHED ,1,1,1,1,,4,4,1
113,-90,-1,17,-3,1,FALSE,18-Apr,SPREAD SOME BUTTER on your BREAD,RAISE THE BUTTER AGAINST THE BREAD,0,0,1,1,,2,4,0.5
114,-180,-1,88,0,1,FALSE,13-Jul,the MARKSMAN TOOK CAREFUL AIM,THE MARKSMAN TOOK CAREFUL AIM,1,1,1,1,,4,4,1
115,0,-1,80,-3,0,FALSE,21-Aug,BOB WAS CUT by the JACKKNIFEs BLADE,BOB WAS HURT HIS JACKKNIFE WAS SPADE,1,1,0,1,0,3,5,0.6
116,0,1,142,-6,1,TRUE,9-Mar,she FACED them with a FOOLISH GRIN,FEET,0,0,0,,,0,3,0
117,-180,-1,111,-6,3,FALSE,2-Mar,how MUCH CAN I BUY for a DIME,WORN TO TAKE THEM,0,0,0,0,0,0,5,0
118,0,-1,9,-3,1,TRUE,19-Aug,my JAW ACHES when I CHEW GUM,THE GUARD ,0,0,0,0,0,0,5,0
119,-180,-1,181,-3,0,FALSE,7-Jul,the THREAD WAS WOUND on a SPOOL,THE WENT TO SCHOOL,0,0,0,0,,0,4,0
120,0,-1,122,-3,2,TRUE,6-Aug,the BRIDE WORE a WHITE GOWN,THE RED ED HIM ,0,0,0,0,,0,4,0
121,0,1,55,0,0,TRUE,16-Jun,we SWAM at the BEACH at HIGH TIDE,HE SWAM AT THE BEACH AT HIGH TIDE,1,1,1,1,,4,4,1
122,0,1,188,-6,2,TRUE,15-Mar,the BOY GAVE the FOOTBALL a KICK,GAVE HER ,0,1,0,0,,1,4,0.25
123,0,-1,97,0,1,FALSE,25-Jan,he WAS SCARED out of his WITS,HE WAS SCARED OUT OF HIS WITS,1,1,1,,,3,3,1
124,-180,-1,90,-6,1,FALSE,15-Aug,the DROWNING MAN LET OUT a YELL,THE GUARDY MAN ,0,1,0,0,0,1,5,0.2
125,180,1,190,-3,3,FALSE,1-Aug,my TURTLE WENT into its SHELL,THE WIGSAW CHAN,0,0,0,,,0,3,0
126,90,1,68,-3,1,FALSE,14-Jun,the FRUIT WAS SHIPPED in WOODEN CRATES,WOOL IS SHIPPED IN WOODEN CRATES,0,0,1,1,1,3,5,0.6
127,180,1,19,0,2,FALSE,24-Jun,she HATED to VACUUM the RUG,SHE HATED TO VACCUM THE RUG,1,1,1,,,3,3,1
128,0,-1,105,-6,1,FALSE,23-Jan,no one WAS INJURED in the CRASH,NO ONE WOULD GO IN THE GARAGE,0,0,0,,,0,3,0
129,-90,-1,35,0,0,FALSE,15-Jul,JOHNs FRONT TOOTH HAD a CHIP,JOHNS TOOTHBRUSH HAD A CHIP,1,0,0,1,1,3,5,0.6
130,0,-1,195,-3,1,FALSE,19-Feb,the CAR DROVE off the STEEP CLIFF,HARD STIFFNESS,0,0,0,0,,0,4,0
131,90,1,65,-6,1,FALSE,20-May,the SECRET AGENT WAS a SPY,THE AGENT WAS A SPY,0,1,1,1,,3,4,0.75
132,0,-1,16,-6,2,FALSE,21-Mar,the LONELY BIRD SEARCHED for its MATE,THE SMALL BIRD MADE A BIG STEP,0,1,0,0,,1,4,0.25
133,0,1,33,-3,3,TRUE,20-Jan,he KILLED the DRAGON with his SWORD,,0,0,0,,,0,3,0
134,0,-1,83,0,0,FALSE,2-Jun,the DOCTOR CHARGED a LOW FEE,THE DOCTOR CHARGED A LOW FEE,1,1,1,1,,4,4,1
135,180,1,123,0,1,FALSE,19-Mar,her CIGARETTE HAD a LONG ASH,OUR CIGARETTE HAD A LONG ASH,1,1,1,1,,4,4,1
136,-180,-1,50,-6,3,FALSE,7-May,the PAPERS WERE HELD by a CLIP,A LOOSE JAR,0,0,0,0,,0,4,0
137,0,1,0,-3,1,FALSE,8-Aug,our SEATS WERE in the SECOND ROW,OUR SEATS ARE IN THE SECOND ROW,1,0,1,1,,3,4,0.75
138,-90,-1,10,-6,0,FALSE,15-Jun,the CANDLE BURNED with a BRIGHT FLAME,A CANDLE BURNS BUT A MATCH CANT,1,0,0,0,,1,4,0.25
139,-90,-1,45,0,1,FALSE,4-Jan,the OLD TRAIN WAS POWERED by STEAM,THE OLD TRAIN WAS POWERED BY STEAM,1,1,1,1,1,5,5,1
140,-180,-1,148,-3,3,FALSE,11-Feb,the CUSHION WAS FILLED with FOAM,THE FLUSH TOOK HIM HOME ,0,0,0,0,,0,4,0
141,90,1,114,-3,2,FALSE,25-Apr,a ZEBRA HAS BLACK and WHITE STRIPES,ALISON PUT THE WHITE DRAPES UP,0,0,0,1,0,1,5,0.2
142,0,1,7,0,3,TRUE,11-Apr,we SAW a FLOCK of WILD GEESE,HE SAW A WILD KISS,1,0,1,0,,2,4,0.5
143,0,1,118,-6,0,TRUE,14-Jan,the SCARF WAS MADE of SHINY SILK,THE SPY SHARKED HIS ,0,0,0,0,0,0,5,0
144,90,1,5,-6,3,FALSE,5-Jul,MAPLE SYRUP is MADE from SAP,THE MAN MADE HIM SELF,0,0,1,0,,1,4,0.25
145,180,1,153,-3,0,FALSE,10-Apr,RUTH POURED herself a CUP of TEA,SHE POURED HERSELF A CUP OF TEA,0,1,1,1,,3,4,0.75
146,0,-1,128,-3,2,FALSE,11-Jun,he WAS HIT by a POISONED DART,HE WAS IN A DARK BOAT,1,0,0,0,,1,4,0.25
147,-90,-1,36,0,0,FALSE,10-Aug,that JOB WAS an EASY TASK,THE JOB WAS AN EASY TASK,1,1,1,1,,4,4,1
148,-180,-1,134,-6,2,FALSE,14-May,CUT a PIECE of MEAT from the ROAST,THE TREES MOVED THE VOTE,0,0,0,0,,0,4,0
149,0,1,98,0,2,TRUE,14-Feb,the SPORT SHIRT HAS SHORT SLEEVES,SHORT SLEEVES,0,0,0,1,1,2,5,0.4
150,0,-1,3,-3,0,TRUE,13-Feb,this NOZZLE SPRAYS a FINE MIST,THIS SMILE ,0,0,0,0,,0,4,0
151,-90,-1,199,-3,0,FALSE,19-May,BOB WORE a WATCH on his WRIST,THE BOY TIGHTENED HIS WAIST,0,0,0,0,,0,4,0
152,0,-1,53,-6,3,TRUE,14-Jul,i ATE a PIECE of CHOCOLATE FUDGE,,0,0,0,0,,0,4,0
153,0,1,91,0,0,FALSE,24-Feb,FOLLOW this ROAD around the BEND,FOLLOW THIS ROAD AROUND THE BEND,1,1,1,,,3,3,1
154,0,-1,8,-6,1,FALSE,19-Jan,we HEARD the TICKING of the CLOCK,WE HEARD THE TICKING OF THE CLOCK,1,1,1,,,3,3,1
155,-180,-1,48,0,3,FALSE,17-Apr,the BREAD WAS MADE from WHOLE WHEAT,THE BREAD WAS MADE FROM WHOLE WHEAT,1,1,1,1,1,5,5,1
156,180,1,78,-6,1,FALSE,3-Jul,his PANTS WERE HELD up by a BELT,BAD BILLS ,0,0,0,0,,0,4,0
157,180,1,162,0,3,FALSE,13-Aug,the BAD NEWS CAME as a SHOCK,THE BAD NEWS CAME AS A SHOCK,1,1,1,1,,4,4,1
158,0,-1,174,-6,2,TRUE,6-Feb,the WEDDING BANQUET WAS a FEAST,,0,0,0,0,,0,4,0
159,-90,-1,62,0,2,FALSE,11-Jul,TIGHTEN the BELT by a NOTCH,TIGHTEN THE BELT BY A KNOTCH,1,1,1,,,3,3,1
160,0,-1,4,0,1,TRUE,2-Aug,i CUT my FINGER with a KNIFE,I CUT MY FINGER WITH A KNIFE,1,1,1,,,3,3,1
161,0,-1,44,0,0,FALSE,4-Mar,my T.V. HAS a TWELVE-INCH SCREEN,MY TV HAS A TWELVE INCH SCREEN,1,1,1,1,,4,4,1
162,-90,-1,139,-3,1,FALSE,16-Mar,the STORM BROKE the SAILBOATs MAST,THE STORE BROKE HIS BORE VEST,0,1,0,0,,1,4,0.25
163,90,1,193,-6,0,FALSE,22-May,ANN WORKS in the BANK as a CLERK,ANWAR,0,0,0,0,,0,4,0
164,0,-1,56,-3,0,FALSE,24-May,the BANDITS ESCAPED from JAIL,THE BAND ,0,0,0,,,0,3,0
165,0,-1,51,-6,1,FALSE,12-Mar,the TEACHER SAT on a SHARP TACK,SHARP TIE,0,0,1,0,,1,4,0.25
166,180,1,170,-3,0,FALSE,20-Apr,the LION GAVE an ANGRY ROAR,THE LION GAVE A GREAT ROAR,1,1,0,1,,3,4,0.75
167,0,1,172,-3,1,TRUE,9-Jun,the WIDOWs SOB EXPRESSED her GRIEF,PERIOD,0,0,0,0,,0,4,0
168,0,1,101,-3,2,TRUE,17-Jun,we GOT DRUNK in the LOCAL BAR,DISGUSTING ,0,0,0,0,,0,4,0
169,90,1,116,-3,0,FALSE,12-Jun,RUTH HAD a NECKLACE of GLASS BEADS,THE NECKLACE IS A NICE PIECE,0,0,1,0,0,1,5,0.2
170,0,1,11,-6,3,FALSE,9-Apr,the MEAT from a PIG IS CALLED PORK,THE BIG PEA HAD A BIG FORK,0,0,0,0,0,0,5,0
171,-90,-1,26,-6,0,FALSE,22-Feb,the SAND WAS HEAPED in a PILE,THE SAND WAS STRETCHED FOR A MILE ,1,1,0,0,,2,4,0.5
172,0,1,112,-3,3,FALSE,20-Jul,his BOSS MADE him WORK like a SLAVE,THE MOTH MADE ME FEEL SAFE,0,1,0,0,,1,4,0.25
173,-180,-1,18,0,0,FALSE,23-Feb,HOUSEHOLD GOODS ARE MOVED in a VAN,HOW COLD THE GOODS ARE MOVED IN A DAY,0,1,1,1,0,3,5,0.6
174,0,-1,6,0,1,FALSE,14-Mar,he TOSSED the DROWNING MAN a ROPE,HE TOSSED THE DROWNING MAN A ROPE,1,1,1,1,,4,4,1
175,90,1,178,0,1,FALSE,23-Apr,her ENTRY SHOULD WIN FIRST PRIZE,HER ENTRY SHOULD WIN FIRST PRIZE,1,1,1,1,1,5,5,1
176,-180,-1,168,-6,1,FALSE,16-Jan,for DESSERT he HAD APPLE PIE,THE GRANDMA MADE AN APPLE PIE ,0,0,1,1,,2,4,0.5
177,-180,-1,135,-3,2,FALSE,21-Jul,AIRMAIL REQUIRES a SPECIAL STAMP,HERALS MADE A WORSE STAMP,0,0,0,1,,1,4,0.25
178,0,1,95,0,3,TRUE,16-Aug,a ROSEBUSH HAS PRICKLY THORNS,THE ROSE BUSH HAS TWIN BROTHERS,1,1,0,0,,2,4,0.5
179,0,1,103,-6,2,TRUE,2-Apr,the WORKERS ARE DIGGING a DITCH,,0,0,0,0,,0,4,0
180,-180,-1,77,0,1,FALSE,1-Jun,PLAYING CHECKERS CAN BE FUN,PLAYING CHECKERS CAN BE FUN,1,1,1,1,1,5,5,1
181,-90,-1,41,0,2,FALSE,15-Feb,she SHORTENED the HEM of her SKIRT,SHE SHORTENED THE HEM OF HER SKIRT,1,1,1,,,3,3,1
