,A_Angle,B_Angle_sign,C_Masker,D_SNR,E_Talker,FG_Static,F_Sentence_ID,G_Sentence,H_Response,I_Input_1,J_Input_2,K_Input_3,L_Input_4,M_Input_5,Correct,Total,Percent
44,0,-1,109,-6,3,TRUE,5-Jan,LET us DECIDE by TOSSING a COIN,THE SKY,0,0,0,0,,0,4,0
45,0,1,107,-3,0,FALSE,24-Jun,she HATED to VACUUM the RUG,SHE FELL TO THE GROUND,0,0,0,,,0,3,0
46,0,-1,30,0,1,FALSE,2-Jul,the COP WORE a BULLET-PROOF VEST,THE COP WORE A BULLETPROOF VEST,1,1,1,1,,4,4,1
47,-180,-1,186,-6,2,FALSE,8-Feb,the DUCKS SWAM around on the POND,SPAT,0,0,0,,,0,3,0
48,0,-1,117,0,3,FALSE,13-Jul,the MARKSMAN TOOK CAREFUL AIM,THE MARKSMAN TOOK CAREFUL AIM,1,1,1,1,,4,4,1
49,-90,-1,45,-6,3,FALSE,13-Aug,the BAD NEWS CAME as a SHOCK,THE MANIC ESCAPED,0,0,0,0,,0,4,0
50,-180,-1,193,0,1,FALSE,8-Apr,TREE TRUNKS ARE COVERED with BARK,THE TREES ARE COVERED IN BARK,0,0,1,1,1,3,5,0.6
51,0,-1,180,-3,3,FALSE,6-Jan,the DOCTOR PRESCRIBED the DRUG,THE CHOCOLATE,0,0,0,,,0,3,0
52,0,1,50,-6,0,TRUE,14-Aug,a SPOILED CHILD IS a BRAT,SUGAR,0,0,0,0,,0,4,0
53,0,1,159,0,0,TRUE,15-Aug,the DROWNING MAN LET OUT a YELL,THE VALIANT MAN LET OUT A YELL,0,1,1,1,1,4,5,0.8
54,-180,-1,140,-6,1,FALSE,4-Mar,my T.V. HAS a TWELVE-INCH SCREEN,MY TV HAS A SCREEN,1,1,0,1,,3,4,0.75
55,-180,-1,89,-3,3,FALSE,17-May,LET us INVITE the WHOLE GANG,THE FACTOR CAN,0,0,0,0,,0,4,0
56,0,1,67,-3,2,TRUE,14-Apr,the TEAM WAS TRAINED by their COACH,THE,0,0,0,0,,0,4,0
57,-90,-1,19,-3,1,FALSE,23-Jun,on the BEACH we PLAY in the SAND,THE HIGHWAY MAN FELL IN THE SNOW,0,0,0,,,0,3,0
58,90,1,152,0,3,FALSE,18-Apr,SPREAD SOME BUTTER on your BREAD,PUT SOME MORE BUTTER ON THE BULLET,0,1,1,0,,2,4,0.5
59,0,-1,185,-6,2,FALSE,7-Apr,the STEAMSHIP LEFT on a CRUISE,THE STEEL,0,0,0,,,0,3,0
60,0,1,94,-3,3,FALSE,12-Apr,how DID your CAR GET that DENT,OUR VAN,0,0,0,0,,0,4,0
61,0,-1,145,0,0,FALSE,15-Jul,JOHNs FRONT TOOTH HAD a CHIP,JOHNS FRONT TOOTH HAD A CHIP,1,1,1,1,1,5,5,1
62,90,1,174,0,2,FALSE,10-Apr,RUTH POURED herself a CUP of TEA,RUTH POURED HERSELF A CUP OF TEA,1,1,1,1,,4,4,1
63,-90,-1,9,-6,0,FALSE,19-Mar,her CIGARETTE HAD a LONG ASH,,0,0,0,0,,0,4,0
64,180,1,8,-3,2,FALSE,18-Jun,a TERMITE LOOKS like an ANT,CAN,0,0,0,,,0,3,0
65,0,1,158,-6,1,FALSE,6-May,he WIPED the SINK with a SPONGE,SMILES TOO,0,0,0,,,0,3,0
66,0,1,168,-6,1,TRUE,22-Feb,the SAND WAS HEAPED in a PILE,,0,0,0,0,,0,4,0
67,0,1,194,0,2,TRUE,9-Jan,the WAR WAS FOUGHT with ARMORED TANKS,HE SPOKE,0,0,0,0,0,0,5,0
68,-90,-1,1,-3,1,FALSE,7-Jun,DROP the COIN through the SLOT,GREW AND SAT,0,0,0,,,0,3,0
69,-180,-1,197,0,0,FALSE,16-Feb,the GUESTS WERE WELCOMED by the HOST,THE GUESTS WERE WELCOMED BY THE HOST,1,1,1,1,,4,4,1
70,-180,-1,134,-6,2,FALSE,25-Jun,FOOTBALL IS a DANGEROUS SPORT,THE,0,0,0,0,,0,4,0
71,0,-1,17,-3,3,TRUE,23-Apr,her ENTRY SHOULD WIN FIRST PRIZE,THE CHEAT SHEET,0,0,0,0,0,0,5,0
72,90,1,105,-6,0,FALSE,10-Jan,they DRANK a WHOLE BOTTLE of GIN,THE MAN WORE AT THE BOTTOM OF THE TEE,0,0,1,0,,1,4,0.25
73,0,1,34,0,0,FALSE,14-May,CUT a PIECE of MEAT from the ROAST,CUT A PIECE OF MEAT FROM THE ROAST,1,1,1,1,,4,4,1
74,0,1,41,-3,2,TRUE,13-Mar,the SAILOR SWABBED the DECK,THE HAM SWOLE,0,0,0,,,0,3,0
75,180,1,173,-6,3,FALSE,8-Mar,the NURSE GAVE him FIRST AID,THE GAME,0,0,0,0,,0,4,0
76,0,1,82,-6,2,TRUE,2-Aug,i CUT my FINGER with a KNIFE,,0,0,0,,,0,3,0
77,180,1,70,-3,2,FALSE,19-Jan,we HEARD the TICKING of the CLOCK,,0,0,0,,,0,3,0
78,0,-1,160,-3,1,FALSE,6-Jul,they PLAYED a GAME of CAT and MOUSE,CAT AND THE MOUSE,0,0,1,1,,2,4,0.5
79,90,1,28,-3,3,FALSE,3-Jan,the PLOW WAS PULLED by an OX,POUR OUT,0,0,0,0,,0,4,0
80,0,-1,14,-6,3,FALSE,21-Apr,the SANDAL HAS a BROKEN STRAP,THE MAN ADJUSTED THE STRAP,0,0,0,1,,1,4,0.25
81,180,1,71,0,2,FALSE,24-Aug,CUT the MEAT into SMALL CHUNKS,CUT THE MEAT INTO SMALL CHUNKS,1,1,1,1,,4,4,1
82,0,1,195,0,3,TRUE,7-May,the PAPERS WERE HELD by a CLIP,THE PAPERS WERE HELD BY A CLIP,1,1,1,1,,4,4,1
83,-90,-1,167,0,0,FALSE,18-Jul,the STALE BREAD WAS COVERED with MOLD,THE STALE BREAD WAS COVERED WITH MOLD,1,1,1,1,1,5,5,1
84,0,-1,148,-6,2,TRUE,7-Mar,the GIRL SWEPT the FLOOR with a BROOM,BLANKETED,0,0,0,0,,0,4,0
85,0,-1,122,0,3,FALSE,20-Jun,the BURGLAR ESCAPED with the LOOT,THE BURGLAR ESCAPED WITH THE LOOT,1,1,1,,,3,3,1
86,0,1,65,-3,3,FALSE,14-Feb,the SPORT SHIRT HAS SHORT SLEEVES,THE PROFESSOR SWORE STEEL,0,0,0,0,0,0,5,0
87,90,1,68,-6,0,FALSE,7-Aug,i CANNOT GUESS so GIVE me a HINT,I CANNOT KNOW,1,0,0,0,,1,4,0.25
88,-90,-1,153,0,3,FALSE,13-Apr,she MADE the BED with CLEAN SHEETS,HE MADE THE BED WITH CLEAN SHEETS,1,1,1,1,,4,4,1
89,0,-1,154,-3,3,TRUE,24-Feb,FOLLOW this ROAD around the BEND,THE CALL,0,0,0,,,0,3,0
90,-90,-1,135,-3,2,FALSE,16-Aug,a ROSEBUSH HAS PRICKLY THORNS,THE ROSE WAS COVERED WITH THORNS,0,0,0,1,,1,4,0.25
91,-180,-1,63,-3,3,FALSE,5-May,the FIREMAN HEARD her FRIGHTENED SCREAM,THE SAILOR SHIP,0,0,0,0,,0,4,0
92,180,1,77,0,1,FALSE,17-Jun,we GOT DRUNK in the LOCAL BAR,WE GOT DRUNK IN THE LOCAL BAR,1,1,1,1,,4,4,1
93,0,-1,64,-6,0,FALSE,2-Jan,STIR your COFFEE with a SPOON,HE TURNED OFF WITH THE STOOL,0,0,0,,,0,3,0
94,0,1,83,0,1,TRUE,21-Feb,the DOOR WAS OPENED just a CRACK,WE SET UP IN THE CRACK,0,0,0,1,,1,4,0.25
95,-180,-1,59,-6,0,FALSE,24-Apr,the AIRPLANE DROPPED a BOMB,HE FLEW THE ROCKET BOMB,0,0,1,,,1,3,0.333333333
96,180,1,171,-3,3,FALSE,22-Apr,he IS EMPLOYED by a LARGE FIRM,THE LONG TERM,0,0,0,0,,0,4,0
97,-90,-1,43,-6,3,FALSE,9-Jun,the WIDOWs SOB EXPRESSED her GRIEF,THE MAN GRABBED THE DOG BY THE SCRUFF,0,0,0,0,,0,4,0
98,0,1,27,0,2,TRUE,3-Apr,the DUCK SWAM with the WHITE SWAN,THE DUCK SWAM WITH THE WHITE SWAN,1,1,1,1,,4,4,1
99,0,1,182,-6,3,TRUE,12-Jun,RUTH HAD a NECKLACE of GLASS BEADS,CONFESS,0,0,0,0,0,0,5,0
100,0,-1,39,-6,1,FALSE,4-Apr,your KNEES and your ELBOWS ARE JOINTS,YOU NEED TO SHARE TWICE,0,0,0,0,,0,4,0
101,90,1,81,0,3,FALSE,5-Mar,that ACCIDENT GAVE me a SCARE,THE AXE IS SECURE,0,0,0,,,0,3,0
102,0,1,181,-3,3,TRUE,19-Feb,the CAR DROVE off the STEEP CLIFF,WOOH,0,0,0,0,,0,4,0
103,-180,-1,129,0,3,FALSE,12-May,the BOAT SAILED ALONG the COAST,THE BOAT SAILED ALONG THE COAST,1,1,1,1,,4,4,1
104,180,1,119,-6,0,FALSE,19-May,BOB WORE a WATCH on his WRIST,BOB WORE A WATCH ON HIS WRIST,1,1,1,1,,4,4,1
105,-90,-1,6,-3,0,FALSE,2-Mar,how MUCH CAN I BUY for a DIME,HOW MUCH FOR YOUR TIME,1,0,0,0,0,1,5,0.2
106,0,-1,108,0,3,FALSE,22-May,ANN WORKS in the BANK as a CLERK,STAN WORKS THE BANK AS A CLERK,0,1,1,1,,3,4,0.75
107,0,-1,191,-3,3,FALSE,10-Aug,that JOB WAS an EASY TASK,THE STAR WORE HIS SLACKS,0,0,0,0,,0,4,0
108,0,-1,32,-6,1,FALSE,2-May,to STORE his WOOD he BUILT a SHED,SHARE,0,0,0,0,,0,4,0
109,0,-1,144,-3,0,TRUE,6-Feb,the WEDDING BANQUET WAS a FEAST,MISSES,0,0,0,0,,0,4,0
110,0,1,25,-6,1,TRUE,8-May,the CHICKS FOLLOWED the MOTHER HEN,THE BOAR SETTLED DOWN,0,0,0,0,,0,4,0
111,-90,-1,146,-6,1,FALSE,11-Feb,the CUSHION WAS FILLED with FOAM,,0,0,0,0,,0,4,0
112,180,1,35,0,2,FALSE,23-May,a CHIMPANZEE IS an APE,IS A SLAM BEAT,0,1,0,,,1,3,0.333333333
113,180,1,132,-3,0,FALSE,25-Feb,the FARMER BALED the HAY,THE MAN WAS BAILED OUT,0,1,0,,,1,3,0.333333333
114,-90,-1,99,0,0,FALSE,20-Jan,he KILLED the DRAGON with his SWORD,HE KILLED THE DRAGON WITH HIS SWORD,1,1,1,,,3,3,1
115,0,1,69,0,0,TRUE,23-Jul,CUT the BACON into STRIPS,CUT THE BACON INTO STRANDS,1,1,0,,,2,3,0.666666667
116,-90,-1,162,-3,0,FALSE,21-Aug,BOB WAS CUT by the JACKKNIFEs BLADE,MOM WAS LOST AT THE ,0,1,0,0,0,1,5,0.2
117,0,1,90,0,2,FALSE,20-Jul,his BOSS MADE him WORK like a SLAVE,HIS BOSS MADE HIM WORK LIKE A SLAVE,1,1,1,1,,4,4,1
118,-180,-1,62,-6,1,FALSE,23-Jan,no one WAS INJURED in the CRASH,IN THE GARAGE,0,0,0,,,0,3,0
119,0,-1,58,-3,0,FALSE,24-May,the BANDITS ESCAPED from JAIL,THE MAN CARVED THE PUMPKIN,0,0,0,,,0,3,0
120,0,-1,57,-3,2,TRUE,16-Jan,for DESSERT he HAD APPLE PIE,STOLE,0,0,0,0,,0,4,0
121,0,1,103,-6,1,FALSE,25-Jul,the SHIPWRECKED SAILORS BUILT a RAFT,TALL AS THE GIRAFFE,0,0,0,0,,0,4,0
122,90,1,0,0,2,FALSE,11-Jun,he WAS HIT by a POISONED DART,HE WAS HIT BY A POISON DART,1,1,0,1,,3,4,0.75
123,0,1,118,-6,1,TRUE,22-Jun,the BLOODHOUND FOLLOWED the TRAIL,TRICK THE,0,0,0,,,0,3,0
124,0,-1,112,-3,2,FALSE,19-Apr,the CABIN WAS MADE of LOGS,THE CAT DRAWS HIS CLAWS,0,0,0,0,,0,4,0
125,180,1,4,0,1,FALSE,10-Mar,WATERMELONS HAVE LOTS of SEEDS,WATERMELONS HAVE LOTS OF SEEDS,1,1,1,1,,4,4,1
126,90,1,199,-6,2,FALSE,1-Jul,you CUT the WOOD against the GRAIN,LOOKS AWAY,0,0,0,,,0,3,0
127,0,1,74,0,0,FALSE,13-Jan,the COW GAVE BIRTH to a CALF,THE COW GAVE BIRTH TO THE CALF,1,1,1,1,,4,4,1
128,180,1,37,-6,0,FALSE,22-Mar,please WIPE your FEET on the MAT,THE MINT,0,0,0,,,0,3,0
129,180,1,136,-3,3,FALSE,18-Jan,the RUDE REMARK MADE her BLUSH,THE FOOL JUMPED OFF THE BRIDGE,0,0,0,0,,0,4,0
130,0,-1,184,0,3,TRUE,1-Feb,the BABY SLEPT in his CRIB,,0,0,0,,,0,3,0
131,90,1,2,-3,0,FALSE,3-Mar,we SHIPPED the FURNITURE by TRUCK,SWELLING,0,0,0,,,0,3,0
132,-180,-1,56,-3,1,FALSE,24-Jul,THROW OUT all this USELESS JUNK,CALLED TO THE SPREE,0,0,0,0,,0,4,0
133,180,1,93,-6,3,FALSE,6-Mar,the KING WORE a GOLDEN CROWN,BROW,0,0,0,0,,0,4,0
134,0,-1,161,-6,0,FALSE,15-May,the HEAVY RAINS CAUSED a FLOOD,CAUGHT,0,0,0,0,,0,4,0
135,0,1,176,-3,1,FALSE,6-Apr,the DETECTIVES SEARCHED for a CLUE,THE CHECKERS WERE,0,0,0,,,0,3,0
136,0,1,139,-6,0,TRUE,3-May,the MOUSE WAS CAUGHT in the TRAP,SLOTS,0,0,0,0,,0,4,0
137,0,-1,96,0,1,TRUE,20-Apr,the LION GAVE an ANGRY ROAR,OR,0,0,0,0,,0,4,0
138,180,1,31,0,0,FALSE,8-Jul,the CROOK ENTERED a GUILTY PLEA,SLEEPS,0,0,0,0,,0,4,0
139,0,1,100,-3,0,TRUE,17-Mar,MR. BROWN CARVED the ROAST BEEF,,0,0,0,0,0,0,5,0
140,0,-1,49,0,2,FALSE,9-Jul,a BEAR HAS a THICK COAT of FUR,A BEAR HAS A THICK COAT OF FUR,1,1,1,1,1,5,5,1
141,90,1,163,0,3,FALSE,10-Feb,the CIGARETTE SMOKE FILLED his LUNGS,THE RED SMOKE FILLED HIS LUNGS,0,1,1,1,,3,4,0.75
142,90,1,142,-6,3,FALSE,8-Jun,they FISHED in the BABBLING BROOK,THE FISH SNAPPED,0,0,0,,,0,3,0
143,-90,-1,138,-3,2,FALSE,10-Jun,the CANDLE FLAME MELTED the WAX,RATS FUR,0,0,0,0,,0,4,0
144,180,1,170,0,3,FALSE,3-Jun,the GAMBLER LOST the BET,THE GAMBLER LOST THE BET,1,1,1,,,3,3,1
145,0,1,44,-3,3,TRUE,18-Mar,the GLASS HAD a CHIP on the RIM,HAS,0,0,0,0,,0,4,0
146,180,1,190,-6,2,FALSE,25-Mar,a BICYCLE HAS TWO WHEELS,A MAN WOULD RAISE HIS FIST,0,0,0,0,,0,4,0
147,0,1,61,-3,1,FALSE,8-Aug,our SEATS WERE in the SECOND ROW,ROW,0,0,0,1,,1,4,0.25
148,-90,-1,54,-6,3,FALSE,1-May,"it IS GETTING DARK, so LIGHT the LAMP",CAMP,0,0,0,0,0,0,5,0
149,0,1,85,-6,3,FALSE,18-Feb,the FLOOD TOOK a HEAVY TOLL,THE KID FELL IN THE HOLE,0,0,0,0,,0,4,0
150,0,1,55,0,1,FALSE,1-Aug,my TURTLE WENT into its SHELL,MY TURTLE WENT INTO ITS SHELL,1,1,1,,,3,3,1
151,0,-1,23,-6,0,TRUE,4-Jun,GET the BREAD and CUT me a SLICE,CUT LOOSE,0,0,1,0,,1,4,0.25
152,-90,-1,92,-3,2,FALSE,15-Feb,she SHORTENED the HEM of her SKIRT,TWO SHIRTS,0,0,0,,,0,3,0
153,0,-1,3,0,0,TRUE,14-Jul,i ATE a PIECE of CHOCOLATE FUDGE,I ATE,1,0,0,0,,1,4,0.25
154,-180,-1,125,-3,1,FALSE,19-Jun,the SICK CHILD SWALLOWED the PILL,SWALLOW,0,0,0,0,,0,4,0
155,90,1,126,0,1,FALSE,11-Jul,TIGHTEN the BELT by a NOTCH,THE BELT CAUGHT BY A NOTCH,0,1,1,,,2,3,0.666666667
156,180,1,149,-6,1,FALSE,19-Jul,how LONG CAN you HOLD your BREATH,HOW LONG IS THE SUMMER MONTH,1,0,0,0,,1,4,0.25
157,90,1,114,-3,2,FALSE,16-Jun,we SWAM at the BEACH at HIGH TIDE,BLISS,0,0,0,0,,0,4,0
158,0,-1,189,-6,0,FALSE,1-Jan,his PLANS MEANT TAKING a BIG RISK,WEEDS,0,0,0,0,0,0,5,0
159,0,1,52,0,3,TRUE,25-May,the LANDLORD RAISED the RENT,THE LANDLORD,1,0,0,,,1,3,0.333333333
160,-180,-1,166,0,2,FALSE,6-Jun,"instead of a FENCE, PLANT a HEDGE",INSTEAD OF A FENCE WE HAD A HEDGE,1,0,1,,,2,3,0.666666667
161,180,1,20,-3,0,FALSE,21-Jul,AIRMAIL REQUIRES a SPECIAL STAMP,THE EMAIL CLEARED THE LAST BATCH,0,0,0,0,,0,4,0
162,0,-1,80,-6,0,TRUE,1-Jun,PLAYING CHECKERS CAN BE FUN,BUS,0,0,0,0,0,0,5,0
163,0,1,178,0,1,FALSE,3-Aug,GREET the HEROES with LOUD CHEERS,WE GREET THE HEROES WITH LOUD CHEERS,1,1,1,1,,4,4,1
164,90,1,76,-6,1,FALSE,4-Feb,UNLOCK the DOOR and TURN the KNOB,THE SUN RAN OUT OF LIGHT,0,0,0,0,,0,4,0
165,-90,-1,155,0,2,FALSE,2-Feb,the WATCHDOG GAVE a WARNING GROWL,THE WATCHDOG GAVE A WARNING GROWL,1,1,1,1,,4,4,1
166,0,1,13,-3,0,FALSE,11-Apr,we SAW a FLOCK of WILD GEESE,THE WANTON KISS,0,0,0,0,,0,4,0
167,0,-1,150,-3,1,TRUE,7-Feb,PAUL HIT the WATER with a SPLASH,OUR,0,0,0,0,,0,4,0
168,0,-1,113,-3,0,FALSE,12-Jul,the COOKIES WERE KEPT in a JAR,THE CROOK WAS IN THE JAW,0,0,0,0,,0,4,0
169,90,1,196,-3,0,FALSE,10-May,the BOY TOOK SHELTER in a CAVE,THE BOY WAS LOST IN HIS CAVE,1,0,0,1,,2,4,0.5
170,-90,-1,192,-6,1,FALSE,7-Jul,the THREAD WAS WOUND on a SPOOL,SPORE,0,0,0,0,,0,4,0
171,180,1,42,-3,0,FALSE,1-Apr,the DOCTOR X-RAYED his CHEST,THE DRIVER WAS,0,0,0,,,0,3,0
172,0,-1,48,-6,3,FALSE,11-May,EVE WAS MADE from ADAMs RIB,ROOM,0,0,0,0,0,0,5,0
173,0,1,7,0,0,TRUE,9-Apr,the MEAT from a PIG IS CALLED PORK,,0,0,0,0,0,0,5,0
174,0,-1,47,-3,1,TRUE,17-Feb,the SHIPs CAPTAIN SUMMONED his CREW,THE CAPTAIN,0,1,0,0,,1,4,0.25
175,0,1,175,0,2,FALSE,13-Jun,the SINGER WAS MOBBED by her FANS,THE SINGER WAS MOBBED BY HER FANS,1,1,1,1,,4,4,1
176,0,1,16,-6,2,TRUE,7-Jan,HOLD the BABY on your LAP,THE BOY STEPPED OUT OF THE CAR,0,0,0,,,0,3,0
177,180,1,115,-6,2,FALSE,4-Jan,the OLD TRAIN WAS POWERED by STEAM,,0,0,0,0,0,0,5,0
178,-90,-1,104,0,1,FALSE,16-Mar,the STORM BROKE the SAILBOATs MAST,THE STORM BROKE THE SAILOR MANS MASK,1,1,0,0,,2,4,0.5
179,-180,-1,73,0,3,FALSE,3-Feb,the NATIVES BUILT a WOODEN HUT,THE BUILT HIS WOODEN HUT,0,1,1,1,,3,4,0.75
180,0,-1,130,-6,2,FALSE,4-May,the AIRPLANE WENT into a DIVE,THE ,0,0,0,,,0,3,0
181,180,1,106,0,2,FALSE,14-Mar,he TOSSED the DROWNING MAN a ROPE,HE TOSSED THE DROWNING MAN A ROPE,1,1,1,1,,4,4,1
182,0,1,179,0,2,TRUE,8-Jan,the DOG CHEWED on a BONE,THE DOG CHEWED ON A BONE,1,1,1,,,3,3,1
183,180,1,177,-6,3,FALSE,15-Apr,i HAVE GOT a COLD and a SORE THROAT,I WAS COLD IN THE SUIT,0,0,1,0,0,1,5,0.2
184,0,-1,11,-6,1,TRUE,20-Feb,the POLICEMEN CAPTURED the CROOK,URE,0,0,0,,,0,3,0
185,0,1,97,-3,1,TRUE,5-Jul,MAPLE SYRUP is MADE from SAP,BLESS,0,0,0,0,,0,4,0
186,-90,-1,98,0,0,FALSE,12-Jan,they TRACKED the LION to his DEN,THE TRACKED THE LION TO HIS DEN,1,1,1,,,3,3,1
187,0,-1,33,-3,2,FALSE,11-Jan,the WITNESS TOOK a SOLEMN OATH,MOLDING ,0,0,0,0,,0,4,0
188,-90,-1,120,-6,1,FALSE,13-May,the JUDGE IS SITTING on the BENCH,WE,0,0,0,0,,0,4,0
189,180,1,116,-3,2,FALSE,15-Jan,the SUPER HIGHWAY HAS SIX LANES,THE,0,0,0,0,0,0,5,0
190,-90,-1,164,-3,3,FALSE,3-Jul,his PANTS WERE HELD up by a BELT,HIS STAND ,0,0,0,0,,0,4,0
191,0,-1,15,0,1,FALSE,16-Apr,she WORE a FEATHER in her CAP,SHE WORE A FEATHER IN HER CAP,1,1,1,,,3,3,1
