,A_Angle,B_Angle_sign,C_Masker,D_SNR,E_Talker,FG_Static,F_Sentence_ID,G_Sentence,H_Response,I_Input_1,J_Input_2,K_Input_3,L_Input_4,M_Input_5,Correct,Total,Percent
22,180,1,197,-6,0,FALSE,23-Apr,her ENTRY SHOULD WIN FIRST PRIZE,SURPRISE,0,0,0,0,0,0,5,0
23,0,1,38,0,3,TRUE,12-Jun,RUTH HAD a NECKLACE of GLASS BEADS,,0,0,0,0,0,0,5,0
24,0,-1,54,-3,1,FALSE,18-Jul,the STALE BREAD WAS COVERED with MOLD,STAND,0,0,0,0,0,0,5,0
25,0,-1,115,-6,2,FALSE,7-Feb,PAUL HIT the WATER with a SPLASH,,0,0,0,0,,0,4,0
26,0,-1,125,-6,1,TRUE,13-May,the JUDGE IS SITTING on the BENCH,,0,0,0,0,,0,4,0
27,180,1,49,-6,1,FALSE,24-Mar,he HIT me with a CLENCHED FIST,,0,0,0,,,0,3,0
28,90,1,112,-3,2,FALSE,14-Jun,the FRUIT WAS SHIPPED in WOODEN CRATES,,0,0,0,0,0,0,5,0
29,0,-1,132,0,3,TRUE,14-Jan,the SCARF WAS MADE of SHINY SILK,,0,0,0,0,0,0,5,0
30,90,1,61,-6,0,FALSE,14-Jul,i ATE a PIECE of CHOCOLATE FUDGE,FISH,0,0,0,0,,0,4,0
31,-180,-1,80,0,0,FALSE,10-Aug,that JOB WAS an EASY TASK,THAT JOB WAS AN EASY TASK,1,1,1,1,,4,4,1
32,0,1,128,-3,0,TRUE,24-Apr,the AIRPLANE DROPPED a BOMB,,0,0,0,,,0,3,0
33,0,-1,53,0,3,FALSE,18-Jun,a TERMITE LOOKS like an ANT,LOOKS LIKE THAT,0,1,0,,,1,3,0.333333333
34,-180,-1,179,-3,3,FALSE,9-Jan,the WAR WAS FOUGHT with ARMORED TANKS,THE,0,0,0,0,0,0,5,0
35,-90,-1,172,0,0,FALSE,19-Feb,the CAR DROVE off the STEEP CLIFF,THE CAR DROVE OFF A STEEP CLIFF,1,1,1,1,,4,4,1
36,90,1,126,-3,3,FALSE,21-Aug,BOB WAS CUT by the JACKKNIFEs BLADE,,0,0,0,0,0,0,5,0
37,-180,-1,160,0,1,FALSE,8-Jan,the DOG CHEWED on a BONE,THE DOG CHEWED ON THE BONE,1,1,1,,,3,3,1
38,-90,-1,124,-6,3,FALSE,4-May,the AIRPLANE WENT into a DIVE,THE AIRPLANE WENT INTO A DIVE,1,1,1,,,3,3,1
39,0,-1,105,-6,1,FALSE,8-Feb,the DUCKS SWAM around on the POND,BOX,0,0,0,,,0,3,0
40,0,1,169,-6,2,TRUE,11-Feb,the CUSHION WAS FILLED with FOAM,,0,0,0,0,,0,4,0
41,0,-1,161,0,2,TRUE,23-May,a CHIMPANZEE IS an APE,,0,0,0,,,0,3,0
42,0,-1,85,-3,2,FALSE,11-Jul,TIGHTEN the BELT by a NOTCH,,0,0,0,,,0,3,0
43,0,1,146,-3,0,TRUE,22-May,ANN WORKS in the BANK as a CLERK,,0,0,0,0,,0,4,0
44,-90,-1,186,0,1,FALSE,4-Jan,the OLD TRAIN WAS POWERED by STEAM,THE OLD TRAIN WAS POWERED BY STEAM,1,1,1,1,1,5,5,1
45,180,1,79,-6,0,FALSE,22-Jun,the BLOODHOUND FOLLOWED the TRAIL,THE,0,0,0,,,0,3,0
46,0,-1,66,0,0,FALSE,2-Jul,the COP WORE a BULLET-PROOF VEST,THE COP WORE A BULLETPROOF VEST,1,1,1,1,,4,4,1
47,-180,-1,20,-3,3,FALSE,4-Mar,my T.V. HAS a TWELVE-INCH SCREEN,,0,0,0,0,,0,4,0
48,0,-1,24,-6,0,TRUE,22-Jan,we ARE LOST so LET us LOOK at the MAP,,0,0,0,0,0,0,5,0
49,-90,-1,163,-3,3,FALSE,21-Apr,the SANDAL HAS a BROKEN STRAP,TRAP,0,0,0,0,,0,4,0
50,0,1,28,-3,3,FALSE,12-May,the BOAT SAILED ALONG the COAST,THE BOAT SAILED ALONG THE COAST,1,1,1,1,,4,4,1
51,90,1,35,-6,1,FALSE,16-Jun,we SWAM at the BEACH at HIGH TIDE,,0,0,0,0,,0,4,0
52,0,1,122,-3,3,TRUE,10-Jan,they DRANK a WHOLE BOTTLE of GIN,,0,0,0,0,,0,4,0
53,0,-1,168,-6,2,FALSE,23-Mar,the POND WAS FULL of CROAKING FROGS,THE POND WAS FULL OF FROGS,1,1,1,0,1,4,5,0.8
54,-180,-1,30,-6,3,FALSE,15-Feb,she SHORTENED the HEM of her SKIRT,,0,0,0,,,0,3,0
55,180,1,199,0,0,FALSE,24-Jun,she HATED to VACUUM the RUG,SHE HATED,1,0,0,,,1,3,0.333333333
56,0,1,154,0,1,FALSE,21-Jun,he RODE off in a CLOUD of DUST,HE RODE OFF IN A CLOUD OF DUST,1,1,1,,,3,3,1
57,0,-1,103,0,3,TRUE,22-Feb,the SAND WAS HEAPED in a PILE,,0,0,0,0,,0,4,0
58,-180,-1,41,-3,1,FALSE,7-Jun,DROP the COIN through the SLOT,,0,0,0,,,0,3,0
59,90,1,42,0,0,FALSE,1-Feb,the BABY SLEPT in his CRIB,THE BABY SLEPT IN HIS CRIB,1,1,1,,,3,3,1
60,-90,-1,102,-3,3,FALSE,22-Apr,he IS EMPLOYED by a LARGE FIRM,BOY,0,0,0,0,,0,4,0
61,0,1,158,0,0,TRUE,3-Jun,the GAMBLER LOST the BET,,0,0,0,,,0,3,0
62,-180,-1,106,0,3,FALSE,22-Jul,the BOTTLE WAS SEALED with a CORK,THE BOTTLE WAS SEALED WITH A CORK,1,1,1,1,,4,4,1
63,-180,-1,194,-6,0,FALSE,17-May,LET us INVITE the WHOLE GANG,,0,0,0,0,,0,4,0
64,90,1,164,-6,2,FALSE,19-Jul,how LONG CAN you HOLD your BREATH,HOW LONG CAN YOU HOLD YOUR BREATH,1,1,1,1,,4,4,1
65,90,1,134,0,3,FALSE,6-Feb,the WEDDING BANQUET WAS a FEAST,THE WEDDING BANQUET WAS A FEAST,1,1,1,1,,4,4,1
66,0,1,33,-6,0,FALSE,18-Feb,the FLOOD TOOK a HEAVY TOLL,THE TOLL,0,0,0,1,,1,4,0.25
67,0,-1,140,-6,2,TRUE,13-Jul,the MARKSMAN TOOK CAREFUL AIM,,0,0,0,0,,0,4,0
68,0,-1,59,0,3,FALSE,25-Feb,the FARMER BALED the HAY,THE FARMER BAILED THE HAY,1,1,1,,,3,3,1
69,0,-1,175,-3,1,FALSE,16-Aug,a ROSEBUSH HAS PRICKLY THORNS,,0,0,0,0,,0,4,0
70,0,1,72,-3,1,TRUE,9-Feb,BOB STOOD with his HANDS on his HIPS,,0,0,0,0,,0,5,0
71,180,1,97,-3,2,FALSE,9-Jul,a BEAR HAS a THICK COAT of FUR,A BEAR,1,0,0,0,0,1,5,0.2
72,-90,-1,17,-3,3,FALSE,9-Jun,the WIDOWs SOB EXPRESSED her GRIEF,,0,0,0,0,,0,5,0
73,0,1,147,-6,1,TRUE,7-May,the PAPERS WERE HELD by a CLIP,,0,0,0,0,,0,4,0
74,-180,-1,10,-6,2,FALSE,12-Mar,the TEACHER SAT on a SHARP TACK,,0,0,0,0,,0,4,0
75,-180,-1,155,0,0,FALSE,12-Feb,RUTH POURED the WATER down the DRAIN,WATER DOWN THE DRAIN,0,0,1,1,,2,4,0.5
76,90,1,11,-6,1,FALSE,12-Jan,they TRACKED the LION to his DEN,LION,0,1,0,,,1,3,0.333333333
77,180,1,90,-3,2,FALSE,6-Jul,they PLAYED a GAME of CAT and MOUSE,,0,0,0,0,,0,4,0
78,90,1,116,0,3,FALSE,20-Jul,his BOSS MADE him WORK like a SLAVE,HIS BOSS MADE HIM WORK LIKE A SLAVE,1,1,1,1,,4,4,1
79,0,1,173,0,0,TRUE,12-Apr,how DID your CAR GET that DENT,,0,0,0,0,,0,4,0
80,0,-1,81,-3,2,TRUE,2-Apr,the WORKERS ARE DIGGING a DITCH,,0,0,0,0,,0,4,0
81,0,-1,170,-3,0,FALSE,1-Jul,you CUT the WOOD against the GRAIN,AGAINST THE GRAIN,0,0,1,,,1,3,0.333333333
82,0,-1,108,0,0,FALSE,14-Mar,he TOSSED the DROWNING MAN a ROPE,THEY TOSSED THE DROWNING MAN A ROPE,1,1,1,1,,4,4,1
83,0,-1,111,-6,3,FALSE,18-Apr,SPREAD SOME BUTTER on your BREAD,SPREAD BUTTER ON BREAD,1,0,1,1,,3,4,0.75
84,0,-1,183,0,3,TRUE,15-Mar,the BOY GAVE the FOOTBALL a KICK,,0,0,0,0,,0,4,0
85,0,-1,87,-6,3,FALSE,16-Mar,the STORM BROKE the SAILBOATs MAST,,0,0,0,0,,0,4,0
86,-180,-1,145,0,3,FALSE,17-Mar,MR. BROWN CARVED the ROAST BEEF,THE BROWN CAR,0,1,0,0,0,1,5,0.2
87,0,1,55,-6,3,TRUE,3-Feb,the NATIVES BUILT a WOODEN HUT,,0,0,0,0,,0,4,0
88,90,1,2,-6,0,FALSE,8-Aug,our SEATS WERE in the SECOND ROW,,0,0,0,0,,0,4,0
89,-180,-1,98,-6,1,FALSE,17-Apr,the BREAD WAS MADE from WHOLE WHEAT,MADE WITH,0,0,1,0,0,1,5,0.2
90,-90,-1,91,0,2,FALSE,3-Apr,the DUCK SWAM with the WHITE SWAN,THE DUCK SWAM WITH THE WHITE SWAN,1,1,1,1,,4,4,1
91,90,1,177,-3,0,FALSE,15-May,the HEAVY RAINS CAUSED a FLOOD,,0,0,0,0,,0,4,0
92,0,1,139,-3,3,TRUE,8-May,the CHICKS FOLLOWED the MOTHER HEN,,0,0,0,0,,0,4,0
93,0,-1,198,-3,3,FALSE,6-Mar,the KING WORE a GOLDEN CROWN,HE WORE A CROWN,0,1,0,1,,2,4,0.5
94,-180,-1,21,-3,3,FALSE,24-Jul,THROW OUT all this USELESS JUNK,,0,0,0,0,,0,4,0
95,0,-1,69,0,3,FALSE,11-May,EVE WAS MADE from ADAMs RIB,EVE WAS MADE FROM ADAMS RIB,1,1,1,1,1,5,5,1
96,0,-1,157,-3,1,TRUE,20-Mar,the SOUP WAS SERVED in a BOWL,,0,0,0,0,,0,4,0
97,0,1,165,-3,1,FALSE,11-Aug,the SHEPHERD WATCHED his FLOCK of SHEEP,THE SHEPHERD WATCHED HIS FLOCK OF SHEEP,1,1,1,1,,4,4,1
98,0,1,110,0,1,TRUE,1-May,"it IS GETTING DARK, so LIGHT the LAMP",,0,0,0,0,0,0,5,0
99,90,1,104,0,1,FALSE,20-Feb,the POLICEMEN CAPTURED the CROOK,THE POLICEMAN CAPTURED THE CROOK,1,1,1,,,3,3,1
100,-90,-1,9,-6,2,FALSE,13-Aug,the BAD NEWS CAME as a SHOCK,THE,0,0,0,0,,0,4,0
101,180,1,133,0,2,FALSE,4-Apr,your KNEES and your ELBOWS ARE JOINTS,THE KNEES AND ELBOWS ARE JOINTS,1,1,1,1,,4,4,1
102,0,1,193,0,0,FALSE,9-May,the FUR COAT WAS MADE of MINK,THE FUR COAT WAS MADE OF MINK,1,1,1,1,1,5,5,1
103,0,-1,78,-6,2,FALSE,2-Jun,the DOCTOR CHARGED a LOW FEE,THE SHELLS,0,0,0,0,,0,4,0
104,0,1,99,-6,3,TRUE,25-Apr,a ZEBRA HAS BLACK and WHITE STRIPES,,0,0,0,0,0,0,5,0
105,180,1,32,-3,1,FALSE,25-Mar,a BICYCLE HAS TWO WHEELS,THE BICYCLE,1,0,0,0,,1,4,0.25
106,180,1,56,-6,2,FALSE,20-May,the SECRET AGENT WAS a SPY,THE,0,0,0,0,,0,4,0
107,-90,-1,176,-3,1,FALSE,8-Jun,they FISHED in the BABBLING BROOK,,0,0,0,,,0,3,0
108,0,1,77,-3,1,FALSE,20-Apr,the LION GAVE an ANGRY ROAR,,0,0,0,0,,0,4,0
109,0,1,46,-6,2,FALSE,2-Feb,the WATCHDOG GAVE a WARNING GROWL,THE WATCHDOG GAVE A WARNING GROWL,1,1,1,1,,4,4,1
110,180,1,82,-3,0,FALSE,18-Jan,the RUDE REMARK MADE her BLUSH,,0,0,0,0,,0,4,0
111,-180,-1,129,0,3,FALSE,6-May,he WIPED the SINK with a SPONGE,SPONGE,0,0,1,,,1,3,0.333333333
112,0,1,22,0,2,TRUE,13-Feb,this NOZZLE SPRAYS a FINE MIST,,0,0,0,0,,0,4,0
113,-90,-1,75,0,3,FALSE,14-Feb,the SPORT SHIRT HAS SHORT SLEEVES,THE SPORTSHIRT HAS SHORT SLEEVES,1,1,1,1,1,5,5,1
114,0,1,67,-3,2,TRUE,16-Feb,the GUESTS WERE WELCOMED by the HOST,,0,0,0,0,,0,4,0
115,180,1,60,-6,3,FALSE,24-Aug,CUT the MEAT into SMALL CHUNKS,,0,0,0,0,,0,4,0
116,0,1,135,0,2,FALSE,5-Jun,the SLEEPY CHILD TOOK a NAP,THE SLEEPY CHILD TOOK A NAP,1,1,1,1,,4,4,1
117,90,1,185,-3,2,FALSE,8-Jul,the CROOK ENTERED a GUILTY PLEA,THE,0,0,0,0,,0,4,0
118,0,1,76,-6,0,TRUE,1-Apr,the DOCTOR X-RAYED his CHEST,,0,0,0,,,0,3,0
119,90,1,57,-6,2,FALSE,23-Feb,HOUSEHOLD GOODS ARE MOVED in a VAN,,0,0,0,0,0,0,5,0
120,180,1,1,-6,0,FALSE,5-Jan,LET us DECIDE by TOSSING a COIN,,0,0,0,0,,0,4,0
121,0,-1,27,-3,0,FALSE,3-Aug,GREET the HEROES with LOUD CHEERS,,0,0,0,0,,0,4,0
122,0,1,190,-3,2,TRUE,18-Aug,the RAILROAD TRAIN RAN off the TRACK,,0,0,0,0,,0,4,0
123,-90,-1,47,0,2,FALSE,18-May,the HOUSE WAS ROBBED by a THIEF,THE HOUSE WAS ROBBED BY A THEIF,1,1,1,1,,4,4,1
124,0,1,96,0,2,FALSE,2-May,to STORE his WOOD he BUILT a SHED,TO STORE HIS WORK HE BUILT A SHED,1,0,1,1,,3,4,0.75
125,0,-1,188,-6,0,FALSE,16-May,the SWIMMER DOVE into the POOL,THE WOMAN DOVE INTO THE POOL,0,1,1,,,2,3,0.666666667
126,0,1,50,-6,0,TRUE,19-Jan,we HEARD the TICKING of the CLOCK,,0,0,0,,,0,3,0
127,180,1,74,0,2,FALSE,1-Aug,my TURTLE WENT into its SHELL,MY TURTLE WENT INTO ITS SHELL,1,1,1,,,3,3,1
128,90,1,95,-3,1,FALSE,14-Apr,the TEAM WAS TRAINED by their COACH,THE TEAM WAS TRAINED BY THE COACH,1,1,1,1,,4,4,1
129,-90,-1,121,-6,2,FALSE,21-Jul,AIRMAIL REQUIRES a SPECIAL STAMP,,0,0,0,0,,0,4,0
130,-180,-1,65,-3,0,FALSE,10-Jun,the CANDLE FLAME MELTED the WAX,,0,0,0,0,,0,4,0
131,0,1,123,0,1,TRUE,6-Apr,the DETECTIVES SEARCHED for a CLUE,,0,0,0,,,0,3,0
132,-90,-1,120,0,1,FALSE,25-Jan,he WAS SCARED out of his WITS,HE WAS SCARED OUT OF HIS PANTS,1,1,0,,,2,3,0.666666667
133,0,-1,34,-6,1,FALSE,20-Jan,he KILLED the DRAGON with his SWORD,SWORD,0,0,1,,,1,3,0.333333333
134,90,1,70,-6,0,FALSE,11-Jun,he WAS HIT by a POISONED DART,POISON DART,0,0,0,1,,1,4,0.25
135,0,-1,71,-3,0,TRUE,23-Jun,on the BEACH we PLAY in the SAND,,0,0,0,,,0,3,0
136,180,1,136,0,2,FALSE,11-Jan,the WITNESS TOOK a SOLEMN OATH,THE WITNESS TOOK A SOLOMN OATH,1,1,1,1,,4,4,1
137,0,-1,18,-3,2,FALSE,6-Aug,the BRIDE WORE a WHITE GOWN,THE BRIDE WORE A WHITE GOWN,1,1,1,1,,4,4,1
138,-90,-1,37,-3,1,FALSE,8-Mar,the NURSE GAVE him FIRST AID,THE NURSE,1,0,0,0,,1,4,0.25
139,-180,-1,12,-3,0,FALSE,13-Mar,the SAILOR SWABBED the DECK,,0,0,0,,,0,3,0
140,0,1,191,0,3,FALSE,15-Jun,the CANDLE BURNED with a BRIGHT FLAME,THE CANDLE BURNED WITH A BRIGHT FLAME,1,1,1,1,,4,4,1
141,0,-1,40,0,2,TRUE,12-Aug,DAVID WIPED the SWEAT from his BROW,,0,0,0,0,,0,4,0
142,180,1,45,-6,1,FALSE,17-Jun,we GOT DRUNK in the LOCAL BAR,,0,0,0,0,,0,4,0
143,0,1,107,-6,3,TRUE,24-May,the BANDITS ESCAPED from JAIL,,0,0,0,,,0,3,0
144,0,1,25,0,0,TRUE,19-Apr,the CABIN WAS MADE of LOGS,,0,0,0,0,,0,4,0
145,0,1,184,-3,1,TRUE,13-Apr,she MADE the BED with CLEAN SHEETS,,0,0,0,0,,0,4,0
146,90,1,100,0,0,FALSE,4-Jul,PAUL TOOK a BATH in the TUB,PAUL TOOK A BATH IN THE TUB,1,1,1,1,,4,4,1
147,0,-1,29,-6,1,TRUE,17-Feb,the SHIPs CAPTAIN SUMMONED his CREW,,0,0,0,0,,0,4,0
148,90,1,44,-3,0,FALSE,10-Apr,RUTH POURED herself a CUP of TEA,,0,0,0,0,,0,4,0
149,180,1,119,-3,1,FALSE,12-Jul,the COOKIES WERE KEPT in a JAR,WERE KEPT IN,0,1,1,0,,2,4,0.5
150,0,1,180,-6,1,FALSE,9-Apr,the MEAT from a PIG IS CALLED PORK,THE ,0,0,0,0,0,0,4,0
151,180,1,117,0,2,FALSE,24-Jan,my SON HAS a DOG for a PET,THE SON HAS A DOG FOR A PET,1,1,1,1,,4,4,1
152,-90,-1,181,-6,3,FALSE,7-Aug,i CANNOT GUESS so GIVE me a HINT,,0,0,0,0,,0,4,0
153,0,1,138,-3,2,FALSE,15-Jan,the SUPER HIGHWAY HAS SIX LANES,THE,0,0,0,0,0,0,5,0
154,0,1,0,0,1,FALSE,10-Jul,"to OPEN the JAR, TWIST the LID",TO OPEN THE JAR TWIST THE LID,1,1,1,1,,4,4,1
155,-180,-1,93,-6,3,FALSE,5-May,the FIREMAN HEARD her FRIGHTENED SCREAM,,0,0,0,0,,0,4,0
156,0,1,5,-3,3,TRUE,1-Jun,PLAYING CHECKERS CAN BE FUN,,0,0,0,0,0,0,5,0
157,90,1,94,0,0,FALSE,16-Jul,at BREAKFAST he DRANK SOME JUICE,AT BREAKFAST HE DRANK SOME JUICE,1,1,1,1,,4,4,1
158,-90,-1,187,-6,3,FALSE,16-Apr,she WORE a FEATHER in her CAP,FEATHER IN HER CAP,0,1,1,,,2,3,0.666666667
159,0,1,144,-3,3,FALSE,1-Mar,KILL the BUGS with this SPRAY,KILL THE BUGS WITH THE SPRAY,1,1,1,,,3,3,1
160,-180,-1,171,0,1,FALSE,10-Feb,the CIGARETTE SMOKE FILLED his LUNGS,THE CIGARETTE SMOKE FILLS HIS LUNGS,1,1,0,1,,3,4,0.75
161,180,1,73,-6,3,FALSE,10-May,the BOY TOOK SHELTER in a CAVE,,0,0,0,0,,0,4,0
162,0,1,4,0,0,FALSE,11-Mar,USE this SPRAY to KILL the BUGS,USE THIS SPRAY TO KILL THE BUGS,1,1,1,1,,4,4,1
163,-90,-1,192,-3,2,FALSE,7-Jul,the THREAD WAS WOUND on a SPOOL,SPOON,0,0,0,0,,0,4,0
164,0,1,7,0,1,TRUE,19-Mar,her CIGARETTE HAD a LONG ASH,,0,0,0,0,,0,4,0
165,0,1,64,-6,0,TRUE,14-Aug,a SPOILED CHILD IS a BRAT,,0,0,0,0,,0,4,0
166,-180,-1,151,-3,3,FALSE,14-May,CUT a PIECE of MEAT from the ROAST,,0,0,0,0,,0,4,0
167,0,1,196,-6,1,FALSE,25-Jun,FOOTBALL IS a DANGEROUS SPORT,,0,0,0,0,,0,4,0
168,180,1,101,0,1,FALSE,19-Jun,the SICK CHILD SWALLOWED the PILL,THE SICK CHILD SWALLOWED THE PILL,1,1,1,1,,4,4,1
169,0,1,166,0,1,FALSE,4-Jun,GET the BREAD and CUT me a SLICE,GET THE BREAD AND CUT ME A SLICE,1,1,1,1,,4,4,1
170,90,1,15,-3,1,FALSE,15-Jul,JOHNs FRONT TOOTH HAD a CHIP,,0,0,0,0,0,0,5,0
171,180,1,52,-3,2,FALSE,5-Feb,WIPE your GREASY HANDS on the RAG,WIPE YOUR GREASY HANDS ON THE RAG,1,1,1,1,,4,4,1
172,0,-1,86,-3,3,TRUE,23-Jul,CUT the BACON into STRIPS,,0,0,0,,,0,3,0
173,0,1,39,0,2,TRUE,18-Mar,the GLASS HAD a CHIP on the RIM,,0,0,0,0,,0,4,0
174,90,1,89,0,3,FALSE,6-Jan,the DOCTOR PRESCRIBED the DRUG,THE DOCTOR PRESCRIBED THE DRUG,1,1,1,,,3,3,1
175,0,1,88,-6,2,TRUE,7-Apr,the STEAMSHIP LEFT on a CRUISE,,0,0,0,,,0,3,0
176,0,1,51,-6,0,FALSE,13-Jan,the COW GAVE BIRTH to a CALF,THE COW GAVE BIRTH TO A CALF,1,1,1,1,,4,4,1
177,-90,-1,84,-6,1,FALSE,9-Mar,she FACED them with a FOOLISH GRIN,,0,0,0,,,0,3,0
178,-180,-1,142,-6,2,FALSE,3-Jul,his PANTS WERE HELD up by a BELT,THE MAN,0,0,0,0,,0,4,0
179,0,-1,150,-3,0,FALSE,25-May,the LANDLORD RAISED the RENT,,0,0,0,,,0,3,0
180,0,-1,3,-3,2,FALSE,25-Jul,the SHIPWRECKED SAILORS BUILT a RAFT,THE WAS SCARED BY,0,0,0,0,,0,4,0
181,0,1,113,0,2,FALSE,5-Apr,RAISE the FLAG up the POLE,RAISE THE FLAG UP THE POLE,1,1,1,,,3,3,1
182,0,-1,152,0,0,TRUE,16-Jan,for DESSERT he HAD APPLE PIE,,0,0,0,0,,0,4,0
183,-180,-1,159,0,1,FALSE,10-Mar,WATERMELONS HAVE LOTS of SEEDS,WATERMELONS HAVE LOTS OF SEED,1,1,1,0,,3,4,0.75
184,180,1,68,-3,0,FALSE,23-Jan,no one WAS INJURED in the CRASH,,0,0,0,,,0,3,0
185,-90,-1,130,0,2,FALSE,11-Apr,we SAW a FLOCK of WILD GEESE,WE SAW A FLOCK OF WILD GEESE,1,1,1,1,,4,4,1
186,0,-1,8,-6,3,FALSE,5-Mar,that ACCIDENT GAVE me a SCARE,THE GAVE ME A SCARE,0,1,1,,,2,3,0.666666667
187,0,-1,167,-6,3,TRUE,21-May,the RANCHER ROUNDED UP his HERD,,0,0,0,0,,0,4,0
188,90,1,43,-3,0,FALSE,20-Jun,the BURGLAR ESCAPED with the LOOT,THE BURGLER ESCAPED,1,1,0,,,2,3,0.666666667
189,0,1,189,-3,2,TRUE,21-Mar,the LONELY BIRD SEARCHED for its MATE,,0,0,0,0,,0,4,0
190,-180,-1,162,-6,1,FALSE,3-Mar,we SHIPPED the FURNITURE by TRUCK,,0,0,0,,,0,3,0
191,90,1,23,-6,3,FALSE,19-Aug,my JAW ACHES when I CHEW GUM,MY,0,0,0,0,0,0,5,0
