,A_Angle,B_Angle_sign,C_Masker,D_SNR,E_Talker,FG_Static,F_Sentence_ID,G_Sentence,H_Response,I_Input_1,J_Input_2,K_Input_3,L_Input_4,M_Input_5,Correct,Total,Percent
20,180,1,137,-6,0,FALSE,20-Mar,the SOUP WAS SERVED in a BOWL,,0,0,0,0,,0,4,0
21,0,-1,39,-3,2,FALSE,4-Feb,UNLOCK the DOOR and TURN the KNOB,UNLOCK THE DOOR TO THE LAB,1,1,0,0,,2,4,0.5
22,0,1,49,0,2,FALSE,23-Mar,the POND WAS FULL of CROAKING FROGS,THE WAS FULL OF CLOTHING,0,1,1,0,0,2,5,0.4
23,-90,-1,73,-3,2,FALSE,14-Feb,the SPORT SHIRT HAS SHORT SLEEVES,,0,0,0,0,0,0,5,0
24,0,1,96,0,2,FALSE,13-Jan,the COW GAVE BIRTH to a CALF,THE COW GAVE BIRTH TO A CALF,1,1,1,1,,4,4,1
25,0,-1,179,0,3,TRUE,6-Feb,the WEDDING BANQUET WAS a FEAST,DROPPING TO THE FLOOR,0,0,0,0,,0,4,0
26,90,1,188,-6,1,FALSE,25-Jun,FOOTBALL IS a DANGEROUS SPORT,FOG,0,0,0,0,,0,4,0
27,180,1,24,-6,3,FALSE,18-Jan,the RUDE REMARK MADE her BLUSH,THE ROOM,0,0,0,0,,0,4,0
28,0,-1,182,-6,3,FALSE,10-Apr,RUTH POURED herself a CUP of TEA,PLEASE POUR YOURSELF A CUP OF TEA,0,0,1,1,,2,4,0.5
29,-90,-1,4,-3,3,FALSE,22-Jun,the BLOODHOUND FOLLOWED the TRAIL,FOLLOW TRAIL,0,0,1,,,1,3,0.333333333
30,0,-1,12,-6,3,TRUE,6-Jun,"instead of a FENCE, PLANT a HEDGE",,0,0,0,,,0,3,0
31,-90,-1,32,0,0,FALSE,14-May,CUT a PIECE of MEAT from the ROAST,CUT A PIECE OF MEAT FROM THE ROAST,1,1,1,1,,4,4,1
32,180,1,184,-3,1,FALSE,11-May,EVE WAS MADE from ADAMs RIB,BAR BLIND,0,0,0,0,0,0,5,0
33,180,1,92,0,1,FALSE,25-Jan,he WAS SCARED out of his WITS,HE WAS SCARED OUT OF HIS WITS,1,1,1,,,3,3,1
34,0,-1,175,-3,2,FALSE,21-Apr,the SANDAL HAS a BROKEN STRAP,TRAP,0,0,0,0,,0,4,0
35,0,1,50,-3,1,TRUE,3-May,the MOUSE WAS CAUGHT in the TRAP,SO THAT MANY PEOPLE THOUGHT HE WOULD NEVER LEARN TO TALK,0,0,0,0,,0,4,0
36,0,1,116,-6,0,FALSE,25-Apr,a ZEBRA HAS BLACK and WHITE STRIPES,A ZEBRA HAS BLACK AND WHITE STRIPES,1,1,1,1,1,5,5,1
37,0,1,89,-3,3,FALSE,18-Jun,a TERMITE LOOKS like an ANT,,0,0,0,,,0,3,0
38,90,1,129,0,3,FALSE,16-Mar,the STORM BROKE the SAILBOATs MAST,THE SAND BROKE THE ,0,1,0,0,,1,4,0.25
39,-90,-1,169,-3,2,FALSE,8-May,the CHICKS FOLLOWED the MOTHER HEN,THE KIDS,0,0,0,0,,0,4,0
40,0,-1,142,0,3,FALSE,2-Jan,STIR your COFFEE with a SPOON,STIR YOUR COFFEE WITH A SPOON,1,1,1,,,3,3,1
41,0,-1,149,-3,3,TRUE,4-Mar,my T.V. HAS a TWELVE-INCH SCREEN,,0,0,0,0,,0,4,0
42,180,1,45,-3,2,FALSE,22-Jul,the BOTTLE WAS SEALED with a CORK,,0,0,0,0,,0,4,0
43,0,1,87,0,0,TRUE,10-Mar,WATERMELONS HAVE LOTS of SEEDS,WATER HELPS LOTS OF SEEDS,0,0,1,1,,2,4,0.5
44,90,1,53,-6,3,FALSE,15-Apr,i HAVE GOT a COLD and a SORE THROAT,I HAVE GOT A ,1,1,0,0,0,2,5,0.4
45,0,-1,62,-6,0,TRUE,7-May,the PAPERS WERE HELD by a CLIP,AND THERE WAS THERE MOTHER STANDING IN THE DOOR,0,0,0,0,,0,4,0
46,180,1,158,0,2,FALSE,7-Jan,HOLD the BABY on your LAP,HOLD THE BABY ON YOUR LAP,1,1,1,,,3,3,1
47,-180,-1,109,-6,0,FALSE,13-Mar,the SAILOR SWABBED the DECK,DAY,0,0,0,,,0,3,0
48,-180,-1,8,-3,0,FALSE,4-May,the AIRPLANE WENT into a DIVE,THE,0,0,0,,,0,3,0
49,0,-1,78,0,0,FALSE,13-Jul,the MARKSMAN TOOK CAREFUL AIM,THE MARKET,0,0,0,0,,0,4,0
50,0,-1,46,0,2,TRUE,21-Feb,the DOOR WAS OPENED just a CRACK,JOSH HIS EYES WATERING,0,0,0,0,,0,4,0
51,-90,-1,126,-6,2,FALSE,19-Jun,the SICK CHILD SWALLOWED the PILL,THE SINK ,0,0,0,0,,0,4,0
52,-180,-1,29,-6,3,FALSE,23-Jan,no one WAS INJURED in the CRASH,,0,0,0,,,0,3,0
53,0,-1,118,-6,1,TRUE,7-Jul,the THREAD WAS WOUND on a SPOOL,DO SIT DOWN,0,0,0,0,,0,4,0
54,0,-1,134,-3,0,FALSE,20-Feb,the POLICEMEN CAPTURED the CROOK,,0,0,0,,,0,3,0
55,-90,-1,31,-3,2,FALSE,24-Mar,he HIT me with a CLENCHED FIST,,0,0,0,,,0,3,0
56,-180,-1,159,0,0,FALSE,18-Apr,SPREAD SOME BUTTER on your BREAD,SPREAD SOME BUTTER,1,1,1,0,,3,4,0.75
57,0,1,163,-6,2,FALSE,1-Jul,you CUT the WOOD against the GRAIN,YOU,0,0,0,,,0,3,0
58,-90,-1,14,0,2,FALSE,19-May,BOB WORE a WATCH on his WRIST,THE WORE A WATCH ON HIS WRIST,0,1,1,1,,3,4,0.75
59,0,-1,38,-3,3,TRUE,11-Jul,TIGHTEN the BELT by a NOTCH,,0,0,0,,,0,3,0
60,90,1,65,-6,1,FALSE,11-Feb,the CUSHION WAS FILLED with FOAM,,0,0,0,0,,0,4,0
61,0,1,161,0,3,TRUE,20-Jul,his BOSS MADE him WORK like a SLAVE,LONG WORPED,0,0,0,0,,0,4,0
62,0,1,34,-3,2,TRUE,22-Mar,please WIPE your FEET on the MAT,,0,0,0,,,0,3,0
63,-90,-1,131,0,1,FALSE,24-Jan,my SON HAS a DOG for a PET,MY SON HAS A DOG FOR A PET,1,1,1,1,,4,4,1
64,-90,-1,151,-3,3,FALSE,22-Apr,he IS EMPLOYED by a LARGE FIRM,,0,0,0,0,,0,4,0
65,0,-1,160,-6,1,TRUE,5-Jun,the SLEEPY CHILD TOOK a NAP,THE CHILD,0,1,0,0,,1,4,0.25
66,0,1,186,-6,1,FALSE,24-Jul,THROW OUT all this USELESS JUNK,THE ROAD SHUT,0,0,0,0,,0,4,0
67,-180,-1,153,-6,3,FALSE,12-Mar,the TEACHER SAT on a SHARP TACK,THE TEACHER ,1,0,0,0,,1,4,0.25
68,-180,-1,106,-3,1,FALSE,9-Mar,she FACED them with a FOOLISH GRIN,,0,0,0,,,0,3,0
69,0,1,79,0,3,FALSE,3-Aug,GREET the HEROES with LOUD CHEERS,HEROES ARE CHAMPIONS,0,1,0,0,,1,4,0.25
70,0,1,63,-3,0,FALSE,6-Aug,the BRIDE WORE a WHITE GOWN,THE BRIDE WORE A WHITE GOWN,1,1,1,1,,4,4,1
71,-180,-1,154,0,3,FALSE,25-Jul,the SHIPWRECKED SAILORS BUILT a RAFT,THE SHIPWRECKED SAILORS BUILT A MAST,1,1,1,0,,3,4,0.75
72,0,1,102,-3,0,TRUE,2-May,to STORE his WOOD he BUILT a SHED,,0,0,0,0,,0,4,0
73,180,1,140,0,3,FALSE,11-Aug,the SHEPHERD WATCHED his FLOCK of SHEEP,THE SHEPHARD WATCHED THE FLOCK OF SHEEP,1,1,1,1,,4,4,1
74,-90,-1,136,-3,1,FALSE,3-Feb,the NATIVES BUILT a WOODEN HUT,THE NATIVES,1,0,0,0,,1,4,0.25
75,0,-1,10,-6,0,TRUE,14-Jul,i ATE a PIECE of CHOCOLATE FUDGE,,0,0,0,0,,0,4,0
76,0,-1,57,0,2,TRUE,4-Jan,the OLD TRAIN WAS POWERED by STEAM,THE OLD TRAIN WAS POWERED BY STEAM,1,1,1,1,1,5,5,1
77,-180,-1,104,-3,3,FALSE,10-Feb,the CIGARETTE SMOKE FILLED his LUNGS,,0,0,0,0,,0,4,0
78,-90,-1,93,0,3,FALSE,18-Mar,the GLASS HAD a CHIP on the RIM,THE GLASS HAD A CHIP ON IT,1,1,1,0,,3,4,0.75
79,0,1,170,-6,2,FALSE,6-May,he WIPED the SINK with a SPONGE,,0,0,0,,,0,3,0
80,-90,-1,97,-6,0,FALSE,14-Apr,the TEAM WAS TRAINED by their COACH,THE TEAM WAS TRAINED BY THE COACH,1,1,1,1,,4,4,1
81,0,-1,107,0,2,FALSE,9-Apr,the MEAT from a PIG IS CALLED PORK,THE MEAT FROM A PIG IS CALLED PORK,1,1,1,1,1,5,5,1
82,180,1,141,-6,2,FALSE,19-Feb,the CAR DROVE off the STEEP CLIFF,THE CAR STEAM,1,0,0,0,,1,4,0.25
83,0,-1,95,-3,3,FALSE,17-Mar,MR. BROWN CARVED the ROAST BEEF,THE BROWN,0,1,0,0,0,1,5,0.2
84,0,-1,123,-3,1,TRUE,10-Jul,"to OPEN the JAR, TWIST the LID",,0,0,0,0,,0,4,0
85,90,1,42,-3,0,FALSE,3-Jul,his PANTS WERE HELD up by a BELT,THE,0,0,0,0,,0,4,0
86,0,-1,191,-3,3,FALSE,7-Feb,PAUL HIT the WATER with a SPLASH,THE BALL WATER FLASH,0,0,1,0,,1,4,0.25
87,180,1,139,0,1,FALSE,18-Feb,the FLOOD TOOK a HEAVY TOLL,THE FLOOD TOOK A HEAVY TOLL,1,1,1,1,,4,4,1
88,90,1,5,-6,2,FALSE,12-Jan,they TRACKED the LION to his DEN,THE TRACTOR FIELD,0,0,0,,,0,3,0
89,0,1,74,0,0,TRUE,17-Apr,the BREAD WAS MADE from WHOLE WHEAT,THE BREAD WAS MADE FROM WHOLE WEAT,1,1,1,1,1,5,5,1
90,0,1,120,-6,3,FALSE,10-May,the BOY TOOK SHELTER in a CAVE,THE SHED THE CALF,0,0,0,0,,0,4,0
91,180,1,66,-3,3,FALSE,14-Mar,he TOSSED the DROWNING MAN a ROPE,,0,0,0,0,,0,4,0
92,0,1,138,0,1,FALSE,24-Apr,the AIRPLANE DROPPED a BOMB,THE AIRPLANE DROPPED A BOMG,1,1,1,,,3,3,1
93,-90,-1,25,0,0,FALSE,22-Jan,we ARE LOST so LET us LOOK at the MAP,WE ARE LOST SO LET US LOOK AT THE MAP,1,1,1,1,1,5,5,1
94,0,-1,28,-6,2,TRUE,5-Mar,that ACCIDENT GAVE me a SCARE,,0,0,0,,,0,3,0
95,-180,-1,194,-6,1,FALSE,14-Jan,the SCARF WAS MADE of SHINY SILK,THE ,0,0,0,0,0,0,5,0
96,90,1,76,-6,3,FALSE,5-Jul,MAPLE SYRUP is MADE from SAP,THE,0,0,0,0,,0,4,0
97,0,1,173,0,3,FALSE,16-Jun,we SWAM at the BEACH at HIGH TIDE,WE SWAM AT THE BEACH AT HIGH TIDE,1,1,1,1,,4,4,1
98,180,1,88,-3,0,FALSE,20-Apr,the LION GAVE an ANGRY ROAR,THE LION GAVE,1,1,0,0,,2,4,0.5
99,0,-1,36,-3,3,FALSE,6-Apr,the DETECTIVES SEARCHED for a CLUE,THE YOU,0,0,0,,,0,3,0
100,180,1,145,-6,2,FALSE,2-Jun,the DOCTOR CHARGED a LOW FEE,ME,0,0,0,0,,0,4,0
101,-90,-1,35,0,1,FALSE,24-Aug,CUT the MEAT into SMALL CHUNKS,CUT THE MEAT INTO SMALL CHUNKS,1,1,1,1,,4,4,1
102,180,1,135,0,3,FALSE,20-May,the SECRET AGENT WAS a SPY,THE SECRET AGENT WAS A SPY,1,1,1,1,,4,4,1
103,0,1,144,-6,1,FALSE,23-May,a CHIMPANZEE IS an APE,A CUP OF TEA,0,0,0,,,0,3,0
104,0,1,23,-6,1,TRUE,16-Aug,a ROSEBUSH HAS PRICKLY THORNS,,0,0,0,0,,0,4,0
105,0,-1,72,0,2,TRUE,16-Jul,at BREAKFAST he DRANK SOME JUICE,DRANK SOME JUICE,0,1,1,1,,3,4,0.75
106,-90,-1,130,-3,3,FALSE,12-Aug,DAVID WIPED the SWEAT from his BROW,BROW,0,0,0,1,,1,4,0.25
107,0,1,82,-3,2,TRUE,8-Aug,our SEATS WERE in the SECOND ROW,,0,0,0,0,,0,4,0
108,180,1,56,-3,3,FALSE,21-May,the RANCHER ROUNDED UP his HERD,THE OIL DRIPPED,0,0,0,0,,0,4,0
109,0,1,91,-6,3,TRUE,7-Aug,i CANNOT GUESS so GIVE me a HINT,,0,0,0,0,,0,4,0
110,0,-1,22,-3,1,FALSE,17-Jun,we GOT DRUNK in the LOCAL BAR,THE,0,0,0,0,,0,4,0
111,0,1,115,-6,0,FALSE,12-Feb,RUTH POURED the WATER down the DRAIN,THE BOY WASHED THE TREE,0,0,0,0,,0,4,0
112,-90,-1,133,-6,3,FALSE,20-Jun,the BURGLAR ESCAPED with the LOOT,THE BURGLAR STOLE,1,0,0,,,1,3,0.333333333
113,-180,-1,117,-6,0,FALSE,25-May,the LANDLORD RAISED the RENT,THE WENT AWAY,0,0,0,,,0,3,0
114,-180,-1,171,0,2,FALSE,5-Jan,LET us DECIDE by TOSSING a COIN,LET US DECIDE BY TOSSING A COIN,1,1,1,1,,4,4,1
115,0,-1,121,0,2,FALSE,7-Mar,the GIRL SWEPT the FLOOR with a BROOM,THE GIRL SWEPT THE FLOOR WITH A BROOM,1,1,1,1,,4,4,1
116,0,-1,41,0,0,TRUE,25-Feb,the FARMER BALED the HAY,THE FARMER BALED THE HAY,1,1,1,,,3,3,1
117,-90,-1,143,-3,1,FALSE,12-Jul,the COOKIES WERE KEPT in a JAR,,0,0,0,0,,0,4,0
118,0,-1,75,-3,2,TRUE,17-Jul,our CAT IS GOOD at CATCHING MICE,,0,0,0,0,0,0,5,0
119,-90,-1,157,0,2,FALSE,15-Feb,she SHORTENED the HEM of her SKIRT,SHE SHORTENED THE HANDLE OF THE,1,0,0,,,1,3,0.333333333
120,180,1,152,-6,1,FALSE,2-Apr,the WORKERS ARE DIGGING a DITCH,,0,0,0,0,,0,4,0
121,-90,-1,21,0,3,FALSE,21-Jun,he RODE off in a CLOUD of DUST,HE RODE OF IN A CLOUD OF DUST,1,1,1,,,3,3,1
122,0,1,13,-6,2,FALSE,14-Jun,the FRUIT WAS SHIPPED in WOODEN CRATES,THE WHOLE SHIFT SAILED TOWARD THE WEST SIDE,0,0,0,0,0,0,5,0
123,-180,-1,122,-3,0,FALSE,7-Jun,DROP the COIN through the SLOT,THE ,0,0,0,,,0,3,0
124,0,-1,196,0,3,TRUE,20-Jan,he KILLED the DRAGON with his SWORD,WITH THE SCENT,0,0,0,,,0,3,0
125,-90,-1,40,-3,2,FALSE,18-Jul,the STALE BREAD WAS COVERED with MOLD,THE WAS COVERED IN,0,0,1,1,0,2,5,0.4
126,-180,-1,68,0,2,FALSE,17-Jan,the BEER DRINKERS RAISED their MUGS,THE BEER DRINKERS RAISED THEIR GLASS,1,1,1,0,,3,4,0.75
127,0,1,148,-3,0,TRUE,15-May,the HEAVY RAINS CAUSED a FLOOD,,0,0,0,0,,0,4,0
128,0,-1,69,0,1,FALSE,16-Jan,for DESSERT he HAD APPLE PIE,FOR DESSERT HE HAD APPLE PIE,1,1,1,1,,4,4,1
129,90,1,190,-6,1,FALSE,6-Jan,the DOCTOR PRESCRIBED the DRUG,THE DOCTOR PRESCRIBED THE DRUGS,1,1,0,,,2,3,0.666666667
130,0,1,55,-6,2,TRUE,24-May,the BANDITS ESCAPED from JAIL,,0,0,0,,,0,3,0
131,0,1,30,-3,2,FALSE,11-Jan,the WITNESS TOOK a SOLEMN OATH,SAILBOAT,0,0,0,0,,0,4,0
132,90,1,20,-3,0,FALSE,22-Feb,the SAND WAS HEAPED in a PILE,THE SAND WAS PILING,1,1,0,0,,2,4,0.5
133,-90,-1,37,0,3,FALSE,9-May,the FUR COAT WAS MADE of MINK,THE WAS MADE OF,0,0,1,1,0,2,5,0.4
134,0,1,156,0,1,FALSE,1-Feb,the BABY SLEPT in his CRIB,THE BABY SLEPT IN HIS CRIB,1,1,1,,,3,3,1
135,0,1,147,-6,2,TRUE,15-Aug,the DROWNING MAN LET OUT a YELL,,0,0,0,0,0,0,5,0
136,0,1,81,-3,0,TRUE,10-Jan,they DRANK a WHOLE BOTTLE of GIN,,0,0,0,0,,0,4,0
137,0,1,47,0,1,TRUE,15-Jun,the CANDLE BURNED with a BRIGHT FLAME,WITH A BRIGHT PROBE,0,0,1,0,,1,4,0.25
138,0,-1,105,-6,1,FALSE,7-Apr,the STEAMSHIP LEFT on a CRUISE,DOORS,0,0,0,,,0,3,0
139,-180,-1,155,-6,2,FALSE,18-May,the HOUSE WAS ROBBED by a THIEF,,0,0,0,0,,0,4,0
140,180,1,33,0,0,FALSE,9-Jan,the WAR WAS FOUGHT with ARMORED TANKS,THE WHIRLWIND ,0,0,0,0,0,0,5,0
141,-90,-1,178,-6,2,FALSE,1-May,"it IS GETTING DARK, so LIGHT the LAMP",,0,0,0,0,0,0,5,0
142,0,1,18,-3,1,FALSE,1-Jun,PLAYING CHECKERS CAN BE FUN,THE PRICE CHECKERS,0,1,0,0,0,1,5,0.2
143,-180,-1,168,-3,1,FALSE,9-Jul,a BEAR HAS a THICK COAT of FUR,,0,0,0,0,0,0,5,0
144,0,1,125,-3,2,FALSE,19-Apr,the CABIN WAS MADE of LOGS,THE CAPTAIN AND HIS CARS,0,0,0,0,,0,4,0
145,0,-1,114,-6,0,FALSE,12-Apr,how DID your CAR GET that DENT,OUR DOG ATE THAT CAT,0,0,0,0,,0,4,0
146,0,1,58,0,0,FALSE,5-Feb,WIPE your GREASY HANDS on the RAG,WIPE YOUR GREASY HANDS ON THE RAG,1,1,1,1,,4,4,1
147,180,1,128,-6,0,FALSE,12-May,the BOAT SAILED ALONG the COAST,THE SPOON,0,0,0,0,,0,4,0
148,-180,-1,166,-3,2,FALSE,10-Aug,that JOB WAS an EASY TASK,THE WAS ,0,1,0,0,,1,4,0.25
149,0,1,127,-3,3,TRUE,19-Aug,my JAW ACHES when I CHEW GUM,,0,0,0,0,0,0,5,0
150,-180,-1,146,0,3,FALSE,23-Apr,her ENTRY SHOULD WIN FIRST PRIZE,THE TREE SHOULD WIN THE FIRST PRIZE,0,0,1,1,1,3,5,0.6
151,0,1,17,0,1,TRUE,17-May,LET us INVITE the WHOLE GANG,LET US INVITE,1,1,0,0,,2,4,0.5
152,90,1,189,-6,3,FALSE,15-Mar,the BOY GAVE the FOOTBALL a KICK,THE BOY GAVE THE BALL A KICK,1,1,0,1,,3,4,0.75
153,-90,-1,181,0,2,FALSE,2-Jul,the COP WORE a BULLET-PROOF VEST,THE COP WORE A BULLET PROOF VEST,1,1,1,1,,4,4,1
154,-90,-1,99,-3,0,FALSE,10-Jun,the CANDLE FLAME MELTED the WAX,THE MELT IN THE RAIN,0,0,0,0,,0,4,0
155,0,-1,165,-6,3,TRUE,6-Mar,the KING WORE a GOLDEN CROWN,,0,0,0,0,,0,4,0
156,0,-1,193,0,1,FALSE,5-Apr,RAISE the FLAG up the POLE,RAISE THE FLAG UP THE POLE,1,1,1,,,3,3,1
157,0,1,77,-6,2,TRUE,8-Feb,the DUCKS SWAM around on the POND,,0,0,0,,,0,3,0
158,0,-1,124,0,2,TRUE,8-Apr,TREE TRUNKS ARE COVERED with BARK,,0,0,0,0,0,0,5,0
159,-180,-1,43,-3,1,FALSE,19-Jan,we HEARD the TICKING of the CLOCK,THE ,0,0,0,,,0,3,0
160,0,1,1,-6,2,FALSE,18-Aug,the RAILROAD TRAIN RAN off the TRACK,THE RIVER RAN ,0,0,1,0,,1,4,0.25
161,0,1,108,-3,0,FALSE,2-Mar,how MUCH CAN I BUY for a DIME,,0,0,0,0,0,0,5,0
162,-90,-1,198,0,1,FALSE,24-Jun,she HATED to VACUUM the RUG,SHE HATED TO VACCUM THE RUG,1,1,1,,,3,3,1
163,0,1,0,-3,0,TRUE,5-May,the FIREMAN HEARD her FRIGHTENED SCREAM,TURN RIGHT AT THE GREEN LIGHT,0,0,0,0,,0,4,0
164,90,1,83,-6,1,FALSE,4-Jun,GET the BREAD and CUT me a SLICE,SLICE,0,0,0,1,,1,4,0.25
165,-180,-1,103,0,0,FALSE,13-Apr,she MADE the BED with CLEAN SHEETS,SHE MADE THEM CHEESE,1,0,0,0,,1,4,0.25
166,-90,-1,2,-3,1,FALSE,13-Jun,the SINGER WAS MOBBED by her FANS,THE STAIR WAS BY HER FRIENDS,0,1,0,0,,1,4,0.25
167,-180,-1,84,-6,1,FALSE,11-Jun,he WAS HIT by a POISONED DART,,0,0,0,0,,0,4,0
168,-90,-1,100,0,0,FALSE,8-Jan,the DOG CHEWED on a BONE,THE DOG CHEWED THE BONE,1,1,1,,,3,3,1
169,0,1,48,-6,0,TRUE,22-May,ANN WORKS in the BANK as a CLERK,,0,0,0,0,,0,4,0
170,-180,-1,26,-3,0,FALSE,3-Jan,the PLOW WAS PULLED by an OX,THE POUND IS FULL OF DOGS,0,0,0,0,,0,4,0
171,0,-1,19,0,3,FALSE,2-Feb,the WATCHDOG GAVE a WARNING GROWL,THE WATCH DOG GAVE A WARNING GROWL,1,1,1,1,,4,4,1
172,0,-1,44,-3,2,TRUE,25-Mar,a BICYCLE HAS TWO WHEELS,HE NEEDED A BREATH OF FRESH AIR OR HE WAS GOING TO THROW UP,0,0,0,0,,0,4,0
173,0,1,185,-6,3,FALSE,21-Jul,AIRMAIL REQUIRES a SPECIAL STAMP,CABLE,0,0,0,0,,0,4,0
174,0,-1,112,0,3,TRUE,11-Mar,USE this SPRAY to KILL the BUGS,MOVE THIS BRICK OR YOU WILL FALL,0,0,0,0,,0,4,0
175,-180,-1,3,-6,2,FALSE,1-Jan,his PLANS MEANT TAKING a BIG RISK,THE PLAN WAS TO PULL OUT ALL THE WEEDS,1,0,0,0,0,1,5,0.2
176,-90,-1,27,-3,1,FALSE,1-Aug,my TURTLE WENT into its SHELL,,0,0,0,,,0,3,0
177,0,-1,6,-3,1,FALSE,4-Jul,PAUL TOOK a BATH in the TUB,,0,0,0,0,,0,4,0
178,-90,-1,172,-6,0,FALSE,8-Jun,they FISHED in the BABBLING BROOK,THE FISH IS ,0,0,0,,,0,3,0
179,-180,-1,90,0,1,FALSE,12-Jun,RUTH HAD a NECKLACE of GLASS BEADS,RUTH HAD A NECKLACE OF GLASS BEADS,1,1,1,1,1,5,5,1
180,180,1,71,-6,3,FALSE,8-Mar,the NURSE GAVE him FIRST AID,,0,0,0,0,,0,4,0
181,-180,-1,101,-3,2,FALSE,3-Apr,the DUCK SWAM with the WHITE SWAN,THE,0,0,0,0,,0,4,0
182,0,1,54,-6,0,TRUE,3-Mar,we SHIPPED the FURNITURE by TRUCK,,0,0,0,,,0,3,0
183,0,-1,162,0,1,TRUE,23-Jun,on the BEACH we PLAY in the SAND,PLAY IN THE SAND,0,1,1,,,2,3,0.666666667
184,0,1,111,-3,1,TRUE,1-Apr,the DOCTOR X-RAYED his CHEST,,0,0,0,,,0,3,0
185,90,1,15,-3,3,FALSE,23-Feb,HOUSEHOLD GOODS ARE MOVED in a VAN,I SAW THIS,0,0,0,0,0,0,5,0
186,-90,-1,52,0,2,FALSE,19-Mar,her CIGARETTE HAD a LONG ASH,THE HAD A LONG LEASH,0,1,1,0,,2,4,0.5
187,0,1,86,0,0,FALSE,15-Jul,JOHNs FRONT TOOTH HAD a CHIP,JOHNS FRONT TOOTH HAD A CHIP,1,1,1,1,1,5,5,1
188,-90,-1,85,-6,0,FALSE,8-Jul,the CROOK ENTERED a GUILTY PLEA,ME,0,0,0,0,,0,4,0
189,0,1,70,-6,1,FALSE,9-Feb,BOB STOOD with his HANDS on his HIPS,THE STIRRED WITH ,0,0,0,0,,0,4,0
190,0,1,51,-3,1,FALSE,16-Apr,she WORE a FEATHER in her CAP,,0,0,0,,,0,3,0
191,180,1,64,0,1,FALSE,3-Jun,the GAMBLER LOST the BET,LOST HIS BET,0,1,1,,,2,3,0.666666667
